,Permit Number,Date,Status,Address,Permit Type,County,State
1232,0174225,2017-06-13,Complete,1013 ROCKWELL CT,"Residential Pool, Spa & Hot Tub",wake,NC
1233,RABS-013905-2019,2019-02-19,Withdrawn,7713 OLD BUNCH RD ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
1234,RABS-028662-2019,2019-11-11,Issued,6568 WAKEFALLS DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1235,RABS-014283-2019,2019-02-26,Withdrawn,3055 CARRINGTON MILL BLVD MORRISVILLE 27560,"Residential Pool, Spa & Hot Tub",wake,NC
1236,0112403,2011-06-01,Complete,2605 ROCK OAK CT,"Residential Pool, Spa & Hot Tub",wake,NC
1237,RABS-030077-2019,2019-12-11,Complete,3024 LONE CREEK RD NEW HILL 27562,"Residential Pool, Spa & Hot Tub",wake,NC
1238,RABS-038266-2020,2020-05-20,Withdrawn,912 WOODLAND GROVE WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1239,RABS-027021-2019,2019-10-15,Complete,905 KEITH RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1240,RABS-030655-2019,2019-12-27,Complete,8301 WALKING FERN CT WILLOW SPRING,"Residential Pool, Spa & Hot Tub",wake,NC
1241,RABS-033183-2020,2020-02-14,In Review,416 SEABRING LN RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1242,0182380,2018-01-24,Complete,1608 LAYHILL DR,"Residential Pool, Spa & Hot Tub",wake,NC
1243,RABS-009393-2018,2018-11-13,Complete,5417 WINDING VIEW LN RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
1244,RABS-008073-2018,2018-10-22,Issued,7012 CARRIES REACH WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1245,RABS-040127-2020,2020-06-22,Withdrawn,304 RAVEN GLEN DR FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
1246,0183390,2018-04-10,Issued,6217 VIEW WATER DR,"Residential Pool, Spa & Hot Tub",wake,NC
1247,RABS-004348-2018,2018-08-13,Complete,3000 MT VERNON CHURCH RD RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1248,RABS-005685-2018,2018-09-07,Complete,200 RELEASE CIR RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
1249,0161649,2015-11-19,Issued,5990 CAVANAUGH DR,"Residential Pool, Spa & Hot Tub",wake,NC
1250,RABS-016235-2019,2019-04-04,Void,905 PEARCES RD ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
1251,0182753,2018-02-22,Complete,5624 MASSEY BRANCH DR,"Residential Pool, Spa & Hot Tub",wake,NC
1252,0173367,2017-04-16,Expired,3608 GRIFFICE MILL RD,"Residential Pool, Spa & Hot Tub",wake,NC
1253,0184271,2018-06-07,Complete,728 TADLOCK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1254,RABS-007508-2018,2018-10-10,Complete,600 GOLD COAST DR KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
1255,RABS-033932-2020,2020-02-27,Issued,805 SHADYWOOD LN RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1256,0183245,2018-03-28,Issued,6104 CARLYLE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1257,RABS-022453-2019,2019-07-23,Issued,808 WIMBERLY RD APEX 27523,"Residential Pool, Spa & Hot Tub",wake,NC
1258,RABS-028655-2019,2019-11-11,Issued,2704 OXFORD BLUFF DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1259,RABS-018776-2019,2019-05-20,In Review,6601 CELEBRATION CT WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
1260,0181500,2017-10-31,Expired,3516 PINNACLE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1261,RABS-017370-2019,2019-04-26,Complete,5812 ALLWOOD DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
1262,RABS-013561-2019,2019-02-12,Complete,2405 MILL ESTATES LN RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
1263,0183708,2018-04-26,Complete,2008 DEVAN HEATH CT,"Residential Pool, Spa & Hot Tub",wake,NC
1264,0173620,2017-04-30,Issued,2729 BRANSTON WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1265,0184350,2018-06-13,Issued,5967 BRYN BROOKE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1266,RABS-027871-2019,2019-10-29,Issued,6909 OLD MILLS RD FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
1267,RABS-013679-2019,2019-02-14,Complete,7005 BARTONS BEND WAY RALEIGH NC 276147684,"Residential Pool, Spa & Hot Tub",wake,NC
1268,0183691,2018-04-26,Complete,5224 PARKER MANOR CT,"Residential Pool, Spa & Hot Tub",wake,NC
1269,RABS-008856-2018,2018-11-02,Complete,3829 WESTBURY LAKE DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1270,0184292,2018-06-10,Issued,2508 GEORGIANNA DR,"Residential Pool, Spa & Hot Tub",wake,NC
1271,RABS-034459-2020,2020-03-06,Withdrawn,1029 JARRETT BAY RD WILLOW SPRING 27592,"Residential Pool, Spa & Hot Tub",wake,NC
1272,RABS-021990-2019,2019-07-16,Complete,7224 SUMMER TANAGER TRL RALEIGH,"Residential Pool, Spa & Hot Tub",wake,NC
1273,RABS-016987-2019,2019-04-19,Issued,6104 NORWOOD PLACE CT RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1274,RABS-032213-2020,2020-01-28,Issued,3213 NIMICH POND WAY RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1275,RABS-037580-2020,2020-05-07,Withdrawn,5502 SPRING RD RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1276,RABS-017195-2019,2019-04-23,Issued,6600 FIFEBREW LN RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1277,RABS-013676-2019,2019-02-14,Withdrawn,4309 WILLOWDALE CT APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
1278,0184130,2018-05-28,Withdrawn,10424 WHITESTONE RD,"Residential Pool, Spa & Hot Tub",wake,NC
1279,0162358,2016-02-07,Complete,5216 BLAKENBRAN TRL,"Residential Pool, Spa & Hot Tub",wake,NC
1280,0180276,2017-07-23,Complete,2401 WAIT AVE,"Residential Pool, Spa & Hot Tub",wake,NC
1281,0121980,2012-04-08,Complete,2616 DUN LORING DR,"Residential Pool, Spa & Hot Tub",wake,NC
1282,0110676,2010-10-05,Complete,4820 SANDBERRY LN,"Residential Pool, Spa & Hot Tub",wake,NC
1283,0161238,2015-10-13,Complete,6816 LATIGO LN,"Residential Pool, Spa & Hot Tub",wake,NC
1284,0143581,2014-06-16,Void,6400 MOUNTAIN GROVE LN,"Residential Pool, Spa & Hot Tub",wake,NC
1285,0171252,2016-10-25,Complete,7200 LISERIN WOODS LN,"Residential Pool, Spa & Hot Tub",wake,NC
1286,0181576,2017-11-06,Complete,2513 COUNTRYWOOD RD,"Residential Pool, Spa & Hot Tub",wake,NC
1287,0150619,2014-09-01,Complete,1804 OAK GROVE CHURCH RD,"Residential Pool, Spa & Hot Tub",wake,NC
1288,0181875,2017-12-06,Complete,7008 REX RD,"Residential Pool, Spa & Hot Tub",wake,NC
1289,0153535,2015-06-07,Complete,230 KEW GARDENS WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1290,0140582,2013-08-25,Complete,5002 CORNER ROCK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1291,0161881,2015-12-14,Complete,1308 CARTHAN CT,"Residential Pool, Spa & Hot Tub",wake,NC
1292,0151345,2014-11-13,Void,12404 BIRCHFALLS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1293,0120603,2011-09-20,Void,3121 LEBRUN PATH,"Residential Pool, Spa & Hot Tub",wake,NC
1294,0102400,2010-06-01,Void,6313 LAURACA LN,"Residential Pool, Spa & Hot Tub",wake,NC
1295,0132553,2013-04-15,Complete,3404 CLOVEN CT,"Residential Pool, Spa & Hot Tub",wake,NC
1296,0102558,2010-06-21,Complete,1716 WHISPERING MEADOWS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1297,0184389,2018-06-14,Complete,301 HEATHWICK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1298,0161630,2015-11-18,Complete,13804 DURANT RD,"Residential Pool, Spa & Hot Tub",wake,NC
1299,0164187,2016-06-29,Void,6561 WAKEFALLS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1300,0101054,2009-12-06,Complete,1420 NORWOOD CREST CT,"Residential Pool, Spa & Hot Tub",wake,NC
1301,0132049,2013-03-04,Complete,1801 OATLANDS CT,"Residential Pool, Spa & Hot Tub",wake,NC
1302,0140079,2013-07-09,Complete,4816 MILLENS BAY CT,"Residential Pool, Spa & Hot Tub",wake,NC
1303,0151838,2015-01-13,Complete,1721 FROSTY HOLLOW RD,"Residential Pool, Spa & Hot Tub",wake,NC
1304,0160729,2015-08-30,Complete,1232 ALPINE CREEK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1305,0131879,2013-02-14,Complete,7420 BLEASDALE CT,"Residential Pool, Spa & Hot Tub",wake,NC
1306,0164148,2016-06-27,Complete,7112 WINBURNE CT,"Residential Pool, Spa & Hot Tub",wake,NC
1307,0141085,2013-10-13,Complete,5825 GREENEVERS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1308,0171916,2016-12-27,Complete,5625 ROCK SERVICE STATION RD,"Residential Pool, Spa & Hot Tub",wake,NC
1309,0153729,2015-06-23,Complete,11805 DOC ARNOLD DR,"Residential Pool, Spa & Hot Tub",wake,NC
1310,0143105,2014-05-08,Complete,7012 HASENTREE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1311,0174372,2017-06-25,Complete,3805 KINGFIELD DR,"Residential Pool, Spa & Hot Tub",wake,NC
1312,0101853,2010-03-28,Complete,219 WYTHE LN,"Residential Pool, Spa & Hot Tub",wake,NC
1313,0143723,2014-06-26,Complete,3617 HIGHLAND CREEK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1314,0140506,2013-08-18,Complete,11733 PEED RD,"Residential Pool, Spa & Hot Tub",wake,NC
1315,0162525,2016-02-23,Complete,5109 WATKINSDALE AVE,"Residential Pool, Spa & Hot Tub",wake,NC
1316,0120145,2011-07-20,Complete,4101 STANSTED DR,"Residential Pool, Spa & Hot Tub",wake,NC
1317,0174233,2017-06-13,Complete,9017 HORTON MILL DR,"Residential Pool, Spa & Hot Tub",wake,NC
1318,0151716,2015-01-01,Complete,2604 STONEWALK CT,"Residential Pool, Spa & Hot Tub",wake,NC
1319,0110235,2010-08-04,Complete,6016 TENBURY CT,"Residential Pool, Spa & Hot Tub",wake,NC
1320,0143376,2014-06-02,Void,9101 KON TIKI CT,"Residential Pool, Spa & Hot Tub",wake,NC
1321,0151824,2015-01-12,Void,11336 OLD STAGE RD,"Residential Pool, Spa & Hot Tub",wake,NC
1322,0101560,2010-02-23,Complete,3417 BIRK BLUFF CT,"Residential Pool, Spa & Hot Tub",wake,NC
1323,0172090,2017-01-17,Complete,4212 BARKTON WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1324,0182924,2018-03-06,Complete,1509 GIBBS HILL CT,"Residential Pool, Spa & Hot Tub",wake,NC
1325,0112114,2011-04-26,Void,4420 RIVER DOWN DR,"Residential Pool, Spa & Hot Tub",wake,NC
1326,0120726,2011-10-10,Complete,6716 FAWN HOOF TRL,"Residential Pool, Spa & Hot Tub",wake,NC
1327,0131058,2012-10-28,Complete,2437 PLEASANT UNION CHURCH RD,"Residential Pool, Spa & Hot Tub",wake,NC
1328,0131543,2013-01-08,Complete,1000 DOUBLE HELIX RD,"Residential Pool, Spa & Hot Tub",wake,NC
1329,0130305,2012-08-01,Complete,7412 PINE SUMMIT DR,"Residential Pool, Spa & Hot Tub",wake,NC
1330,RABS-022686-2019,2019-07-28,Withdrawn,1636 OAK GROVE CHURCH RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1331,RABS-024582-2019,2019-08-29,Issued,1529 UPCHURCH WOODS DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1332,0183886,2018-05-08,Complete,7100 COVE LAKE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1333,0181561,2017-11-06,Complete,8112 MOSBY WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1334,RABS-025704-2019,2019-09-19,Issued,1325 SPICER LN ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
1335,0133228,2013-06-13,Complete,6521 PULLEY TOWN RD,"Residential Pool, Spa & Hot Tub",wake,NC
1336,0102009,2010-04-18,Complete,908 STONE FALLS TRL,"Residential Pool, Spa & Hot Tub",wake,NC
1337,0151267,2014-11-06,Void,7509 HEMSWORTH CT,"Residential Pool, Spa & Hot Tub",wake,NC
1338,0180438,2017-08-01,Complete,7628 KENSINGTON MANOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
1339,0181300,2017-10-15,Expired,2305 PLEASANT UNION CHURCH RD,"Residential Pool, Spa & Hot Tub",wake,NC
1340,0184304,2018-06-10,Issued,7032 REX RD,"Residential Pool, Spa & Hot Tub",wake,NC
1341,0172392,2017-02-08,Complete,3237 EDEN GROVE RD,"Residential Pool, Spa & Hot Tub",wake,NC
1342,0140930,2013-09-26,Complete,9900 CAPE SCOTT CT,"Residential Pool, Spa & Hot Tub",wake,NC
1343,0172311,2017-02-02,Complete,1012 CLOVELLY CT,"Residential Pool, Spa & Hot Tub",wake,NC
1344,0120451,2011-08-31,Complete,3024 EMMITT POND RD,"Residential Pool, Spa & Hot Tub",wake,NC
1345,0163170,2016-04-07,Complete,7613 EVERTON WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1346,0132033,2013-02-28,Complete,14917 COVESHORE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1347,0150122,2014-07-14,Complete,322 STAPLES DR,"Residential Pool, Spa & Hot Tub",wake,NC
1348,0121779,2012-03-12,Complete,3605 BRACKENRIDGE LN,"Residential Pool, Spa & Hot Tub",wake,NC
1349,0132680,2013-04-25,Complete,5413 BLOWING FIELD CIR,"Residential Pool, Spa & Hot Tub",wake,NC
1350,0152712,2015-03-31,Complete,7732 CORTONA WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1351,0142471,2014-03-18,Complete,2349 MT VERNON CHURCH RD,"Residential Pool, Spa & Hot Tub",wake,NC
1352,0183313,2018-04-03,Complete,6512 TEN TEN RD,"Residential Pool, Spa & Hot Tub",wake,NC
1353,0161958,2015-12-21,Complete,4109 CHARLES G DR,"Residential Pool, Spa & Hot Tub",wake,NC
1354,0153369,2015-05-25,Complete,7636 SUMMER PINES WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1355,0174134,2017-06-07,Complete,1021 PEARCES RD,"Residential Pool, Spa & Hot Tub",wake,NC
1356,0151770,2015-01-07,Complete,2904 TURNING BROOK LN,"Residential Pool, Spa & Hot Tub",wake,NC
1357,0174356,2017-06-22,Complete,7720 PENNY RD,"Residential Pool, Spa & Hot Tub",wake,NC
1358,RABS-019774-2019,2019-06-05,Complete,2701 OXFORD BLUFF DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1359,0110802,2010-10-24,Complete,5017 WILDROCK CIR,"Residential Pool, Spa & Hot Tub",wake,NC
1360,0170932,2016-09-22,Complete,1221 OLD KNIGHT RD,"Residential Pool, Spa & Hot Tub",wake,NC
1361,0172031,2017-01-10,Complete,1308 ENDERBURY DR,"Residential Pool, Spa & Hot Tub",wake,NC
1362,0131376,2012-12-10,Complete,434 TRAVEL LITE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1363,0163048,2016-03-29,Complete,2508 EMERALD WOODS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1364,0150543,2014-08-21,Complete,1017 BLUE LARKSPUR AVE,"Residential Pool, Spa & Hot Tub",wake,NC
1365,0143050,2014-05-05,Complete,400 WATKINS FARM RD,"Residential Pool, Spa & Hot Tub",wake,NC
1366,0173185,2017-04-04,Complete,241 KEW GARDENS WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1367,0164121,2016-06-23,Void,7 BEEFEATER LN,"Residential Pool, Spa & Hot Tub",wake,NC
1368,0152554,2015-03-19,Complete,6625 BLALOCK FOREST DR,"Residential Pool, Spa & Hot Tub",wake,NC
1369,0143261,2014-05-20,Complete,500 VISTA DEL LAGO LN,"Residential Pool, Spa & Hot Tub",wake,NC
1370,0152780,2015-04-07,Complete,8421 WYNDRIDGE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1371,0132655,2013-04-24,Complete,7445 SEXTONS CREEK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1372,0163059,2016-03-30,Complete,2337 NC 39 HWY,"Residential Pool, Spa & Hot Tub",wake,NC
1373,0171276,2016-10-27,Complete,8209 CEDAR FALLS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1374,0143391,2014-06-03,Expired,5517 OLD STILL RD,"Residential Pool, Spa & Hot Tub",wake,NC
1375,0163470,2016-05-01,Expired,5201 WOODTRENT DR,"Residential Pool, Spa & Hot Tub",wake,NC
1376,0132594,2013-04-17,Complete,1105 SWALLOW FALLS LN,"Residential Pool, Spa & Hot Tub",wake,NC
1377,0140729,2013-09-10,Complete,6608 WAVCOTT DR,"Residential Pool, Spa & Hot Tub",wake,NC
1378,0160210,2015-07-16,Complete,7608 MT PLEASANT RD,"Residential Pool, Spa & Hot Tub",wake,NC
1379,0161396,2015-10-28,Expired,5917 CLEARSPRINGS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1380,0133219,2013-06-12,Complete,6709 WATEROAK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1381,0102603,2010-06-27,Complete,508 N FIRST AVE,"Residential Pool, Spa & Hot Tub",wake,NC
1382,0111182,2010-12-16,Complete,3209 PARKER FALLS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1383,0112584,2011-06-22,Void,7201 SARAHWOOD CT,"Residential Pool, Spa & Hot Tub",wake,NC
1384,0160586,2015-08-18,Complete,1062 TACKETTS POND DR,"Residential Pool, Spa & Hot Tub",wake,NC
1385,0140687,2013-09-05,Expired,5805 PENTON CT,"Residential Pool, Spa & Hot Tub",wake,NC
1386,0182771,2018-02-25,Complete,1316 RHEA DR,"Residential Pool, Spa & Hot Tub",wake,NC
1387,0153637,2015-06-16,Expired,7301 MESSENGER DR,"Residential Pool, Spa & Hot Tub",wake,NC
1388,0162615,2016-03-02,Complete,9120 HARPER SCHOOL RD,"Residential Pool, Spa & Hot Tub",wake,NC
1389,0172979,2017-03-22,Complete,2808 KINGSTON MANOR DR,"Residential Pool, Spa & Hot Tub",wake,NC
1390,0120860,2011-10-30,Complete,3528 LAYTON RIDGE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1391,0162261,2016-01-27,Complete,9704 PENTLAND CT,"Residential Pool, Spa & Hot Tub",wake,NC
1392,0121142,2011-12-11,Void,8505 CARLTON OAKS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1393,0170215,2016-07-24,Complete,6309 ALFALFA LN,"Residential Pool, Spa & Hot Tub",wake,NC
1394,0141620,2013-12-08,Complete,7817 KENSINGTON MANOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
1395,0142597,2014-03-30,Issued,3624 VANDAM DR,"Residential Pool, Spa & Hot Tub",wake,NC
1396,0184331,2018-06-12,Complete,11205 SADDLEWOOD CT,"Residential Pool, Spa & Hot Tub",wake,NC
1397,0122268,2012-05-09,Complete,12708 AMORETTO WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1398,0143020,2014-05-04,Complete,1305 EAGLESON LN,"Residential Pool, Spa & Hot Tub",wake,NC
1399,0172375,2017-02-07,Complete,11808 COACHMANS WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1400,0151820,2015-01-12,Complete,1504 GRASSY HILLS LN,"Residential Pool, Spa & Hot Tub",wake,NC
1401,0142497,2014-03-19,Complete,2009 MONTHAVEN DR,"Residential Pool, Spa & Hot Tub",wake,NC
1402,0172898,2017-03-15,Complete,4849 INWOOD RD,"Residential Pool, Spa & Hot Tub",wake,NC
1403,0120264,2011-08-07,Complete,4209 MOUNTAIN BRANCH DR,"Residential Pool, Spa & Hot Tub",wake,NC
1404,0180415,2017-07-31,Complete,6920 BARTONS BEND WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1405,0100398,2009-08-25,Complete,1612 GREAT WOODS RD,"Residential Pool, Spa & Hot Tub",wake,NC
1406,0151807,2015-01-11,Complete,9604 CHALLEDON WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1407,0151337,2014-11-12,Complete,12517 TUSCAN LAKE RD,"Residential Pool, Spa & Hot Tub",wake,NC
1408,0172340,2017-02-05,Complete,4328 BELNAP DR,"Residential Pool, Spa & Hot Tub",wake,NC
1409,RABS-015909-2019,2019-03-29,Issued,7121 REX RD HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
1410,RABS-018594-2019,2019-05-16,Complete,3712 GRANDBRIDGE DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
1411,RABS-020638-2019,2019-06-19,Complete,9825 WHITT RD CREEDMOOR 27522,"Residential Pool, Spa & Hot Tub",wake,NC
1412,RABS-020017-2019,2019-06-10,Issued,5108 DEEP CEDAR DR WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
1413,RABS-019823-2019,2019-06-06,Issued,1112 SKY WAVE TRL RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1414,RABS-022954-2019,2019-08-01,Complete,5612 ABBEY GRACE LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1415,RABS-017364-2019,2019-04-25,Issued,2709 EASTERN STAR CIR ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
1416,0180422,2017-07-31,Complete,1229 MACKINAW DR,"Residential Pool, Spa & Hot Tub",wake,NC
1417,RABS-013052-2019,2019-02-03,Complete,3100 BAYNAM POND DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1418,RABS-019114-2019,2019-05-24,Issued,2500 GEORGIANNA DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1419,RABS-023444-2019,2019-08-09,Complete,9633 HORTON RD NEW HILL NC 275629153,"Residential Pool, Spa & Hot Tub",wake,NC
1420,RABS-003475-2018,2018-07-27,Expired,3908 RUSTIC MILL DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
1421,RABS-006063-2018,2018-09-17,Issued,5145 AVALAIRE OAKS DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1422,RABS-008224-2018,2018-10-23,Complete,6504 CENTURY OAK CT RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1423,RABS-014050-2019,2019-02-20,Complete,7713 OLD BUNCH RD ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
1424,RABS-031565-2020,2020-01-16,Application Incomplete,1901 OLDE MILL FOREST DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
1425,RABS-020480-2019,2019-06-17,Complete,5816 VASSEUR CT ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
1426,RABS-023244-2019,2019-08-06,Issued,4612 BARTWOOD DR RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1427,RABS-003385-2018,2018-07-27,Issued,5504 CAPETIAN DR FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
1428,0181530,2017-11-02,Issued,1728 AFTON FOREST CT,"Residential Pool, Spa & Hot Tub",wake,NC
1429,RABS-013882-2019,2019-02-18,Complete,1532 GRAND WILLOW WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1430,RABS-030704-2019,2019-12-30,Withdrawn,8500 TIDE CT RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
1431,RABS-002577-2018,2018-07-12,Withdrawn,400 LANE OF SIR MARK GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
1432,0160584,2015-08-18,Complete,7512 ORCHARD CREST CT,"Residential Pool, Spa & Hot Tub",wake,NC
1433,0184281,2018-06-07,Issued,1141 FOOTHILLS TRL,"Residential Pool, Spa & Hot Tub",wake,NC
1434,0184242,2018-06-05,Complete,6628 CHEVALIER LN,"Residential Pool, Spa & Hot Tub",wake,NC
1435,0173469,2017-04-20,Complete,3101 LEBRUN PATH,"Residential Pool, Spa & Hot Tub",wake,NC
1436,0180042,2017-07-05,Complete,10620 TEN TEN RD,"Residential Pool, Spa & Hot Tub",wake,NC
1437,0172978,2017-03-22,Complete,7204 VERMILION CT,"Residential Pool, Spa & Hot Tub",wake,NC
1438,0173953,2017-05-23,Expired,4608 JERNIGAN DR,"Residential Pool, Spa & Hot Tub",wake,NC
1439,0173349,2017-04-12,Expired,7112 TRENTON RIDGE CT,"Residential Pool, Spa & Hot Tub",wake,NC
1440,0173842,2017-05-16,Expired,8516 WINDSONG VALLEY DR,"Residential Pool, Spa & Hot Tub",wake,NC
1441,0171554,2016-11-17,Complete,2109 OLD SORRELL RD,"Residential Pool, Spa & Hot Tub",wake,NC
1442,0163557,2016-05-05,Complete,717 WILLOW WINDS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1443,0174249,2017-06-14,Complete,11545 JEN JEN WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1444,0174097,2017-06-05,Expired,208 BLAIR HILLS RD,"Residential Pool, Spa & Hot Tub",wake,NC
1445,0181670,2017-11-16,Expired,14237 CAMP KANATA RD,"Residential Pool, Spa & Hot Tub",wake,NC
1446,0174104,2017-06-06,Expired,5509 DOEMONT DR,"Residential Pool, Spa & Hot Tub",wake,NC
1447,0101809,2010-03-24,Void,6105 HEATHERSTONE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1448,0183392,2018-04-10,Complete,10420 CARSONS CREEK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1449,0184172,2018-05-30,Issued,3713 WESLEY RIDGE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1450,RABS-023860-2019,2019-08-16,Issued,1112 SKY WAVE TRL RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1451,0182057,2017-12-20,Expired,1020 NORTHSHORE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1452,0173927,2017-05-22,Expired,2032 MONTHAVEN DR,"Residential Pool, Spa & Hot Tub",wake,NC
1453,0172904,2017-03-15,Expired,305 WOODLIEF FARM RD,"Residential Pool, Spa & Hot Tub",wake,NC
1454,RABS-017026-2019,2019-04-20,Complete,5804 LAUREL ROCK LN RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1455,RABS-029629-2019,2019-12-02,Issued,6909 OLD MILLS RD FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
1456,0180874,2017-09-10,Complete,7317 DUNCANS RIDGE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1457,0183204,2018-03-22,Complete,1128 SHADOW LAKE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1458,0183523,2018-04-17,Issued,3900 OLDE WAVERLY WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1459,0184153,2018-05-29,Issued,6400 HILLCREEK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1460,0181612,2017-11-12,Expired,6032 HARES EAR CT,"Residential Pool, Spa & Hot Tub",wake,NC
