"Date","Permit Number","Permit Type","Description","Status","Address",
"12/18/2018","20181232628","Res Pool Heat Pump","SWITCH OUT EXISTING POOL HEAT PUMP","Closed","2208 BARKSDALE ST, PORT CHARLOTTE FL 33948",
"12/17/2018","20181232529","Res Pool Heat Pump","electric heat pump changeout","Closed","1037 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"12/17/2018","20181232525","Res Pool Heat Pump","Electric heat pump changeout","Closed","857 LINNAEN TER, PORT CHARLOTTE FL 33948",
"12/17/2018","20181232464","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PULMBING ONLY.","Closed","23071 WORTH AVE, PORT CHARLOTTE FL 33954",
"12/17/2018","20181232460","Res Pool Heat Pump","Electric heat pump install","Closed","5075 N BEACH RD, E, ENGLEWOOD FL 34223",
"12/13/2018","20181232327","Res Pool Heat Pump","Install New pool Heat PumpElectrical provided by others","Closed","8058 BURWELL CIR, PORT CHARLOTTE FL 33981",
"12/13/2018","20181232217","Res Pool Heat Pump","Adding New 135,000 BTU Pool Heat Pump","Closed","17103 CAPE HORN BLVD, PUNTA GORDA FL 33955",
"12/12/2018","20181232169","Res Pool Heat Pump","Install new pool heat pump","Closed","702 SPRING LAKE BLVD, PORT CHARLOTTE FL 33952",
"12/12/2018","20181232152","Res Pool Heat Pump","SWIMMING POOL HEAT PUMP","Closed","3516 LIBERTY ST, PORT CHARLOTTE FL 33948",
"12/12/2018","20181232126","Res Pool Heat Pump","install pool heater and subcontract electrician","Closed","12284 GROUSE AVE, PORT CHARLOTTE FL 33981",
"12/12/2018","20181232110","Res Pool Heat Pump","electric heat pump change out","Closed","3210 BAY RIDGE WAY, PORT CHARLOTTE FL 33953",
"12/11/2018","20181232033","Res Pool Heat Pump","Pool heat pump change out","Closed","15332 RED HEAD AVE, PORT CHARLOTTE FL 33981",
"12/10/2018","20181232006","Res Pool Heat Pump","Install Swimming Pool Heat Pump","Closed","2297 MONTPELIER RD, PUNTA GORDA FL 33983",
"12/10/2018","20181231998","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","18122 EAU GALLIE CIR, PORT CHARLOTTE FL 33948",
"12/07/2018","20181231900","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","25177 AYSEN DR, PUNTA GORDA FL 33983",
"12/06/2018","20181231806","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","23341 HARTLEY AVE, PORT CHARLOTTE FL 33954",
"12/06/2018","20181231799","Res Pool Heat Pump","REPLACE POOL HEATER","Closed","526 MERIDAN AVE, PORT CHARLOTTE FL 33952",
"12/06/2018","20181231781","Res Pool Heat Pump","POOL HEATER WITH ELECTRIC","Closed","4407 ALBACORE CIR, PORT CHARLOTTE FL 33948",
"12/06/2018","20181231780","Res Pool Heat Pump","POOL HEAT PUMP","Closed","2346 BONN CT, PUNTA GORDA FL 33983",
"12/06/2018","20181231778","Res Pool Heat Pump","INSTALL POOL HEAT PUMP WITH NEW WIRING FOR POOL","Closed","17443 NORSEMAN AVE, PORT CHARLOTTE FL 33948",
"12/05/2018","20181231655","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","18138 PETOSKEY CIR, PORT CHARLOTTE FL 33948",
"12/05/2018","20181231652","Res Pool Heat Pump","INSTALL NEW HEAT PUMP ON EXISTING POOL","Closed","352 CASALE G ST, PUNTA GORDA FL 33983",
"12/05/2018","20181231642","Res Pool Heat Pump","Installation of a heat pump for pool","Closed","4074 N BEACH RD, ENGLEWOOD FL 34223",
"12/05/2018","20181231640","Res Pool Heat Pump","Installation of pool heat pump unit","Closed","57 PINEHURST CT, ROTONDA WEST FL 33947",
"12/05/2018","20181231618","Res Pool Heat Pump","Installation of pool heat pump plumbing","Closed","3347 PEACE RIVER DR, PUNTA GORDA FL 33983",
"12/05/2018","20181231587","Res Pool Heat Pump","INSTALL POOL HEATER","Closed","31017 PEACE ST, PUNTA GORDA FL 33982",
"12/04/2018","20181231561","Res Pool Heat Pump","Install new pool heater.","Closed","6 MEDALIST PL, ROTONDA WEST FL 33947",
"12/04/2018","20181231530","Res Pool Heat Pump","Installation of pool heat pump plumbing","Closed","7415 TREADWAY RD, PORT CHARLOTTE FL 33981",
"12/04/2018","20181231529","Res Pool Heat Pump","Installation of pool heat pump plumbing","Closed","5510 BLUESTONE ST, PORT CHARLOTTE FL 33981",
"12/04/2018","20181231518","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","4484 SUTLIVE ST, PORT CHARLOTTE FL 33948",
"12/04/2018","20181231515","Res Pool Heat Pump","Installation of plumbing for pool heat pump","Closed","16 PINEHURST CT, ROTONDA WEST FL 33947",
"12/04/2018","20181231477","Res Pool Heat Pump","INSTALL POOL HEATER","Closed","1007 MALAY TER, PORT CHARLOTTE FL 33948",
"12/03/2018","20181231438","Res Pool Heat Pump","Heat pump change out","Closed","3430 DUNKIRK ST, PORT CHARLOTTE FL 33980",
"12/03/2018","20181231436","Res Pool Heat Pump","Electric heat pump change out","Closed","154 JENNIFER DR, ROTONDA WEST FL 33947",
"12/03/2018","20181231433","Res Pool Heat Pump","pool heat pump change out","Closed","4168 PERCH CIR, PORT CHARLOTTE FL 33948",
"12/03/2018","20181231423","Res Pool Heat Pump","INSTALL RES POOL HEAT PUMP","Closed","8593 CALUMET BLVD, PORT CHARLOTTE FL 33981",
"12/03/2018","20181231353","Res Pool Heat Pump","install pool heat pump and sub contract electrician","Closed","5266 VENUS TER, PORT CHARLOTTE FL 33981",
"12/03/2018","20181231351","Res Pool Heat Pump","INSTALL POOL HEATER","Closed","714 LOMOND DR, PORT CHARLOTTE FL 33953",
"12/03/2018","20181231348","Res Pool Heat Pump","heat pump change out","Closed","9379 POPLAR AVE, ENGLEWOOD FL 34224",
"11/30/2018","20181131300","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Closed","14325 ALDRIDGE AVE, PORT CHARLOTTE FL 33953",
"11/30/2018","20181131299","Res Pool Heat Pump","Install New Heat Pump","Closed","23069 CORVIN AVE, PORT CHARLOTTE FL 33954",
"11/30/2018","20181131266","Res Pool Heat Pump","Electric heat pump replacement","Closed","156 YELLOW PINE DR, ROTONDA WEST FL 33947",
"11/30/2018","20181131219","Res Pool Heat Pump","POOL HEAT PUMP","Closed","26031 PARANA DR, PUNTA GORDA FL 33983",
"11/30/2018","20181131215","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","2660 MYAKKA MARSH LN, PORT CHARLOTTE FL 33953",
"11/29/2018","20181131115","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","385 CAPSTAN DR, PLACIDA FL 33946",
"11/28/2018","20181131018","Res Pool Heat Pump","Electric pool heat pump changeout","Closed","5405 DAVID BLVD, PORT CHARLOTTE FL 33981",
"11/28/2018","20181131013","Res Pool Heat Pump","Electric heat pump installation","Closed","8090 TRACY CIR, PORT CHARLOTTE FL 33981",
"11/28/2018","20181131002","Res Pool Heat Pump","Electric Pool heat pump installation","Closed","5222 BLACKJACK CIR, PUNTA GORDA FL 33982",
"11/27/2018","20181130928","Res Pool Heat Pump","Install Heat Pump","Closed","16202 JUAREZ CIR, PUNTA GORDA FL 33955",
"11/27/2018","20181130925","Res Pool Heat Pump","POOL HEAT PUMP","Closed","25025 NECTAR CT, PUNTA GORDA FL 33983",
"11/27/2018","20181130841","Res Pool Heat Pump","Install Pool Heat Pump","Closed","2374 QUIRT LN, PUNTA GORDA FL 33983",
"11/26/2018","20181130806","Res Pool Heat Pump","Remove old pool heater and install new in the same place.","Closed","9107 BIG STAR AVE, ENGLEWOOD FL 34224",
"11/26/2018","20181130769","Res Pool Heat Pump","INSTALL POOL HEATER - REPLACEMENT","Closed","1074 DARBY DR, PORT CHARLOTTE FL 33948",
"11/26/2018","20181130763","Res Pool Heat Pump","install pool heater","Closed","2105 GEORGIA AVE, ENGLEWOOD FL 34224",
"11/26/2018","20181130742","Res Pool Heat Pump","Pool heat pump change out","Closed","6 AMBERJACK CV, PLACIDA FL 33946",
"11/26/2018","20181130739","Res Pool Heat Pump","Pool heat PUMP CHANGE OUT","Closed","5810 OAKVIEW LN, PUNTA GORDA FL 33950",
"11/26/2018","20181130709","Res Pool Heat Pump","Replace existing swimming pool heat pump","Closed","25145 OBELISK CT, PUNTA GORDA FL 33983",
"11/26/2018","20181130708","Res Pool Heat Pump","Replace existing swimming pool heat pump","Closed","25306 MARILIA DR, PUNTA GORDA FL 33983",
"11/26/2018","20181130706","Res Pool Heat Pump","Install new pool heater to existing electrical.","Closed","2059 LEISURE ST, PORT CHARLOTTE FL 33948",
"11/26/2018","20181130705","Res Pool Heat Pump","Install new heat pump","Closed","14497 CRESENT AVE, PORT CHARLOTTE FL 33953",
"11/26/2018","20181130693","Res Pool Heat Pump","SWIMMING POOL HEATER","Closed","1172 HINTON ST, PORT CHARLOTTE FL 33952",
"11/23/2018","20181130677","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","19178 MIDWAY BLVD, PORT CHARLOTTE FL 33948",
"11/23/2018","20181130674","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","11990 VAN GOUGH AVE, PORT CHARLOTTE FL 33981",
"11/21/2018","20181130571","Res Pool Heat Pump","Remove old pool heater and install new in the same place.","Closed","272 ROTONDA BLVD E, ROTONDA WEST FL 33947",
"11/20/2018","20181130490","Res Pool Heat Pump","Install Pool Heat Pump","Closed","118 BANGSBERG RD, PORT CHARLOTTE FL 33952",
"11/19/2018","20181130421","Res Pool Heat Pump","Install pool heat pump","Closed","20176 VANGUARD TER, PORT CHARLOTTE FL 33954",
"11/19/2018","20181130420","Res Pool Heat Pump","Replace pool heat pump","Closed","23380 OLEAN BLVD, PORT CHARLOTTE FL 33980",
"11/19/2018","20181130373","Res Pool Heat Pump","Replace heat pump","Closed","23352 ABRADE AVE, PORT CHARLOTTE FL 33980",
"11/17/2018","20181130351","Res Pool Heat Pump","install pool heat pump","Closed","20 BUNKER PL, ROTONDA WEST FL 33947",
"11/17/2018","20181130346","Res Pool Heat Pump","install pool heat pump and sub contract electrician","Closed","6 BUNKER CT, ROTONDA WEST FL 33947",
"11/17/2018","20181130344","Res Pool Heat Pump","install pool heat pump and sub contract electrician","Closed","47 GOLFVIEW PL, ROTONDA WEST FL 33947",
"11/17/2018","20181130343","Res Pool Heat Pump","install pool heat pump and sub contract electrician","Closed","235 BROADMOOR LN, ROTONDA WEST FL 33947",
"11/17/2018","20181130342","Res Pool Heat Pump","install pool heat pump and sub contract electrician","Closed","3 PEBBLE BEACH RD, ROTONDA WEST FL 33947",
"11/17/2018","20181130341","Res Pool Heat Pump","install pool heat pump and sub contract electrician","Closed","23 TEE VIEW RD, ROTONDA WEST FL 33947",
"11/16/2018","20181130327","Res Pool Heat Pump","HEAT PUMP INSTALLATION","Closed","7020 DENMARK ST, ENGLEWOOD FL 34224",
"11/16/2018","20181130258","Res Pool Heat Pump","POOL HEAT PUMP","Closed","25423 ST HELENA LN, PUNTA GORDA FL 33983",
"11/15/2018","20181130195","Res Pool Heat Pump","Pool heat pump changeout","Closed","22159 MARSHALL AVE, PORT CHARLOTTE FL 33952",
"11/15/2018","20181130150","Res Pool Heat Pump","Electric pool heat pump change out","Closed","315 VICEROY TER, PORT CHARLOTTE FL 33954",
"11/14/2018","20181130091","Res Pool Heat Pump","Install New pool heat pump.  Electrical by owners contractor.","Closed","81 SPORTSMAN RD, ROTONDA WEST FL 33947",
"11/14/2018","20181130078","Res Pool Heat Pump","Install swimming pool heat pump","Closed","25315 BARQUE POINT DR, PUNTA GORDA FL 33955",
"11/14/2018","20181130062","Res Pool Heat Pump","Replace existing pool heat pump","Closed","4411 GRASSY POINT BLVD, PORT CHARLOTTE FL 33952",
"11/14/2018","20181130059","Res Pool Heat Pump","Pool heat pump change out","Closed","1191 MANOR RD, ENGLEWOOD FL 34223",
"11/14/2018","20181130057","Res Pool Heat Pump","Pool Heat pump changeout","Closed","16943 OHARA DR, PORT CHARLOTTE FL 33948",
"11/14/2018","20181130056","Res Pool Heat Pump","Electric pool heat pump","Closed","1420 ABSCOTT ST, PORT CHARLOTTE FL 33952",
"11/14/2018","20181130048","Res Pool Heat Pump","POOL HEAT PUMP","Closed","27367 DEEP CREEK BLVD, PUNTA GORDA FL 33983",
"11/13/2018","20181129944","Res Pool Heat Pump","NEW SWIMMING POOL HEAT PUMP INSTALL","Closed","887 CLEARVIEW DR, PORT CHARLOTTE FL 33953",
"11/13/2018","20181129941","Res Pool Heat Pump","INSTALLATION OF HEAT PUMP UNIT FOR POOL","Closed","259 SPORTSMAN RD, ROTONDA WEST FL 33947",
"11/13/2018","20181129919","Res Pool Heat Pump","Pool heat pump installation","Closed","1296 LACE TER, PORT CHARLOTTE FL 33953",
"11/13/2018","20181129917","Res Pool Heat Pump","Pool heat pump change out","Closed","7426 MAMOUTH ST, ENGLEWOOD FL 34224",
"11/13/2018","20181129913","Res Pool Heat Pump","Pool heat pump change out","Closed","18443 ROBINSON AVE, PORT CHARLOTTE FL 33948",
"11/13/2018","20181129910","Res Pool Heat Pump","Pool heat pump change out","Closed","2102 ALARIC ST, PORT CHARLOTTE FL 33952",
"11/13/2018","20181129887","Res Pool Heat Pump","POOL HEATER W/ ELECTRIC","Closed","7036 TUXEDO ST, ENGLEWOOD FL 34224",
"11/13/2018","20181129882","Res Pool Heat Pump","POOL HEAT PUMP","Closed","1524 NOBLE TER, PORT CHARLOTTE FL 33952",
"11/13/2018","20181129872","Res Pool Heat Pump","Install pool heater","Closed","21218 WARDELL AVE, PORT CHARLOTTE FL 33952",
"11/13/2018","20181129852","Res Pool Heat Pump","INSTALL POOL HEATER","Closed","218 MARINER LN, ROTONDA WEST FL 33947",
"11/12/2018","20181129813","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Closed","5745 GILLOT BLVD, PORT CHARLOTTE FL 33981",
"11/12/2018","20181129806","Res Pool Heat Pump","Inststall HI 110 Gulfstream Heat Pump","Closed","18187 ROBINSON AVE, PORT CHARLOTTE FL 33948",
"11/11/2018","20181129766","Res Pool Heat Pump","Remove old heater and install new one in the same place.","Closed","529 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"11/09/2018","20181129754","Res Pool Heat Pump","Pool Heat Pump Replacement","Closed","18477 LAKE WORTH BLVD, PORT CHARLOTTE FL 33948",
"11/09/2018","20181129726","Res Pool Heat Pump","POOL HEAT PUMP","Closed","27208 PUNTA CABELLO CT, PUNTA GORDA FL 33983",
"11/09/2018","20181129676","Res Pool Heat Pump","install pool heater","Closed","113 WESTWIND DR, PLACIDA FL 33946",
"11/08/2018","20181129656","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Closed","14075 KEYSTONE BLVD, PORT CHARLOTTE FL 33981",
"11/08/2018","20181129644","Res Pool Heat Pump","110K BTU Heat pump","Closed","209 ALBATROSS RD, ROTONDA WEST FL 33947",
"11/08/2018","20181129642","Res Pool Heat Pump","POOL HEAT PUMP","Closed","4370 SINES LN, PORT CHARLOTTE FL 33981",
"11/08/2018","20181129636","Res Pool Heat Pump","REPLACE POOL HEATER","Closed","20321 TAPPAN ZEE DR, PORT CHARLOTTE FL 33952",
"11/08/2018","20181129547","Res Pool Heat Pump","INSTALL NEW HEAT PUMP ON EXISTING POOL","Closed","17466 FOREMOST LN, PORT CHARLOTTE FL 33948",
"11/07/2018","20181129421","Res Pool Heat Pump","POOL HEAT PUMP","Closed","2061 RIVER BASIN TER, PUNTA GORDA FL 33982",
"11/07/2018","20181129362","Res Pool Heat Pump","INSTALL POOL HEATER","Expired","1330 WATERSIDE ST, PORT CHARLOTTE FL 33952",
"11/06/2018","20181129270","Res Pool Heat Pump","INSTALL NEW HEAT PUMP","Closed","16464 CAPE HORN BLVD, PUNTA GORDA FL 33955",
"11/06/2018","20181129264","Res Pool Heat Pump","install pool heater","Closed","152 MARKER RD, ROTONDA WEST FL 33947",
"11/06/2018","20181129255","Res Pool Heat Pump","install heat pump SQ125 air source unit.","Closed","1044 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"11/05/2018","20181129211","Res Pool Heat Pump","Pool heat pump installation","Closed","48 FAIRWAY RD, ROTONDA WEST FL 33947",
"11/05/2018","20181129206","Res Pool Heat Pump","POOL HEAT PUMP","Closed","1520 BLUE LAKE CIR, PUNTA GORDA FL 33983",
"11/05/2018","20181129186","Res Pool Heat Pump","Install Swimming Pool Heat Pump","Closed","2276 OBERON LN, PUNTA GORDA FL 33983",
"11/05/2018","20181129181","Res Pool Heat Pump","INSTALL HEAT PUMP","Closed","21222 HUBBARD AVE, PORT CHARLOTTE FL 33952",
"11/05/2018","20181129136","Res Pool Heat Pump","Install pool heater","Closed","2645 N BEACH RD, ENGLEWOOD FL 34223",
"11/05/2018","20181129112","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","22330 GLENEAGLES TER, PORT CHARLOTTE FL 33952",
"11/02/2018","20181129099","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","20997 ALPINE AVE, PORT CHARLOTTE FL 33952",
"11/02/2018","20181129012","Res Pool Heat Pump","replace pool heat pump","Closed","157 LONG MEADOW LN, ROTONDA WEST FL 33947",
"11/02/2018","20181129009","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","1421 HARMONY DR, PORT CHARLOTTE FL 33952",
"11/02/2018","20181129001","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","3025 CURRY TER, PORT CHARLOTTE FL 33981",
"11/01/2018","20181128974","Res Pool Heat Pump","Install new heat pump on existing pool","Closed","2261 BROADPOINT DR, PUNTA GORDA FL 33983",
"11/01/2018","20181128945","Res Pool Heat Pump","Replace pool heater","Closed","11373 OCEANSPRAY BLVD, ENGLEWOOD FL 34224",
"11/01/2018","20181128915","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","2511 ACHILLES ST, PORT CHARLOTTE FL 33980",
"10/31/2018","20181028882","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","5436 DAVID BLVD, PORT CHARLOTTE FL 33981",
"10/31/2018","20181028880","Res Pool Heat Pump","Pool heat pump installation","Closed","2 MARINER LN, ROTONDA WEST FL 33947",
"10/31/2018","20181028793","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","13250 OAKWOOD CT, PUNTA GORDA FL 33982",
"10/30/2018","20181028664","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","744 NEPTUNE ST, PORT CHARLOTTE FL 33948",
"10/30/2018","20181028659","Res Pool Heat Pump","Replace Water Heater","Closed","25164 AYSEN DR, PUNTA GORDA FL 33983",
"10/30/2018","20181028646","Res Pool Heat Pump","Install Pool Heat Pump","Closed","1068 ARCHER ST, PORT CHARLOTTE FL 33952",
"10/30/2018","20181028642","Res Pool Heat Pump","Install Pool Heat Pump","Closed","2401 PAPPAS TER, PORT CHARLOTTE FL 33981",
"10/30/2018","20181028613","Res Pool Heat Pump","INSTALL SWIMMING POOL HEAT PUMP","Closed","1042 HARBOUR PARK CT, PUNTA GORDA FL 33983",
"10/29/2018","20181028571","Res Pool Heat Pump","Pool electric heat pump installation","Closed","2300 STONEGATE CIR, PORT CHARLOTTE FL 33948",
"10/29/2018","20181028540","Res Pool Heat Pump","New Residential Pool Heat Pump Installation","Closed","7276 SEA MIST DR, PORT CHARLOTTE FL 33981",
"10/29/2018","20181028533","Res Pool Heat Pump","INSTALL POOL HEATER","Closed","95 FAIRWAY RD, ROTONDA WEST FL 33947",
"10/29/2018","20181028531","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","189 ALBERT LN, PORT CHARLOTTE FL 33954",
"10/29/2018","20181028502","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","4100 REIF CT, PORT CHARLOTTE FL 33948",
"10/29/2018","20181028492","Res Pool Heat Pump","Install new pool heat pump","Closed","5156 WHITE AVE, PORT CHARLOTTE FL 33981",
"10/26/2018","20181028448","Res Pool Heat Pump","Installing Air Source SQ125 Model.","Closed","9211 LAKE DR, ENGLEWOOD FL 34224",
"10/26/2018","20181028413","Res Pool Heat Pump","Install new electric heat pump for pool heating.","Closed","5296 CONNER TER, PORT CHARLOTTE FL 33981",
"10/25/2018","20181028286","Res Pool Heat Pump","Pool heat pump installation","Closed","18735 ACKERMAN AVE, PORT CHARLOTTE FL 33948",
"10/25/2018","20181028285","Res Pool Heat Pump","Install new pool heat pump","Closed","790 S ELLICOTT CIR, PORT CHARLOTTE FL 33952",
"10/25/2018","20181028284","Res Pool Heat Pump","POOL HEAT PUMP INSTALLATION","Closed","4333 WYNKOOP CIR, PORT CHARLOTTE FL 33948",
"10/24/2018","20181028317","Res Pool Heat Pump","INSTALLING NEW 135,000 BTU POOL HEAT PUMP AND RUNNING ELECTRIC","Closed","23463 GOLDCOAST AVE, PORT CHARLOTTE FL 33980",
"10/24/2018","20181028181","Res Pool Heat Pump","POOL HEAT PUMP","Closed","3440 MIDDLETOWN ST, PORT CHARLOTTE FL 33952",
"10/24/2018","20181028159","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","13072 NORTH MARSH DR, PORT CHARLOTTE FL 33953",
"10/23/2018","20181028004","Res Pool Heat Pump","Install Pool Heat Pump","Closed","14259 FRUITPORT CIR, PORT CHARLOTTE FL 33981",
"10/22/2018","20181027944","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","18466 INWOOD AVE, PORT CHARLOTTE FL 33948",
"10/19/2018","20181027858","Res Pool Heat Pump","INSTALL NEW HEAT PUMP/FILTER/VARIABLE 5 SP PUMP","Closed","86 ROTONDA CIR, ROTONDA WEST FL 33947",
"10/19/2018","20181027850","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","164 ANNAPOLIS LN, ROTONDA WEST FL 33947",
"10/19/2018","20181027749","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","10115 BARKER AVE, ENGLEWOOD FL 34224",
"10/19/2018","20181027748","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","10075 BARKER AVE, ENGLEWOOD FL 34224",
"10/18/2018","20181027606","Res Pool Heat Pump","REPLACE CURRENT POOL HEAT PUMP IN SAME LOCATION","Closed","18157 WINTERGARDEN AVE, PORT CHARLOTTE FL 33948",
"10/17/2018","20181027512","Res Pool Heat Pump","Pool Electric heat pump installation","Closed","7006 GUNTHER ST, ENGLEWOOD FL 34224",
"10/16/2018","20181027422","Res Pool Heat Pump","Pool Heater installed","Closed","18277 BLY AVE, PORT CHARLOTTE FL 33948",
"10/16/2018","20181027348","Res Pool Heat Pump","POOL HEAT PUMP","Closed","1443 VERMOUTH LN, PUNTA GORDA FL 33983",
"10/15/2018","20181027316","Res Pool Heat Pump","Heat Pump Installation","Closed","100 BRITT RD, ROTONDA WEST FL 33947",
"10/15/2018","20181027273","Res Pool Heat Pump","POOL HEAT PUMP","Closed","256 WATERSIDE ST, PORT CHARLOTTE FL 33954",
"10/10/2018","20181026915","Res Pool Heat Pump","Install pool heater","Closed","122 MARINER LN, ROTONDA WEST FL 33947",
"10/10/2018","20181026871","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","1677 NUREMBERG BLVD, PUNTA GORDA FL 33983",
"10/09/2018","20181026786","Res Pool Heat Pump","Switch Out Pool Heat Pump","Closed","1058 PRESQUE ISLE DR, PORT CHARLOTTE FL 33952",
"10/09/2018","20181026784","Res Pool Heat Pump","Replacing Pool Heat Pump","Closed","353 SAN CRISTOBAL AVE, PUNTA GORDA FL 33983",
"10/09/2018","20181026752","Res Pool Heat Pump","INSTALL POOL HEATER","Closed","55 PINEHURST PL, ROTONDA WEST FL 33947",
"10/08/2018","20181026694","Res Pool Heat Pump","replace existing heat pump in same location","Closed","5341 RIVER BAY DR, PUNTA GORDA FL 33950",
"10/08/2018","20181026683","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","2247 EASY ST, PORT CHARLOTTE FL 33952",
"10/08/2018","20181026667","Res Pool Heat Pump","Pool heat pump","Closed","6176 CATALAN ST, ENGLEWOOD FL 34224",
"10/08/2018","20181026652","Res Pool Heat Pump","Pool Heat Pump","Closed","17114 HORIZON LN, PORT CHARLOTTE FL 33948",
"10/08/2018","20181026643","Res Pool Heat Pump","INSTALL POOL HEATER","Closed","135 REDWOOD RD, ROTONDA WEST FL 33947",
"10/08/2018","20181026596","Res Pool Heat Pump","Remove old heater and install new in the same place.","Closed","484 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"10/06/2018","20181026587","Res Pool Heat Pump","ADDING 135,000 BTU POOL HEATER AND RUNNING ELECTRIC FOR IT","Closed","8260 BURWELL CIR, PORT CHARLOTTE FL 33981",
"10/05/2018","20181026493","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","18758 MACGILL AVE, Port Charlotte FL 33948",
"10/02/2018","20181026199","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","140 SINCLAIR ST SE, PORT CHARLOTTE FL 33952",
"10/02/2018","20181026151","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","13814 PALMETTO POINT CT, PORT CHARLOTTE FL 33953",
"10/01/2018","20181026101","Res Pool Heat Pump","INSTALL 110K BTU HEAT PUMP","Closed","150 TOURNAMENT RD, ROTONDA WEST FL 33947",
"10/01/2018","20181026044","Res Pool Heat Pump","Pool heater/heat pump","Closed","16424 CAMPO SANO CT, PUNTA GORDA FL 33955",
"09/29/2018","20180925979","Res Pool Heat Pump","ADDING NEW 115,000btu POOL HEATER AND RUNNING ELECTRIC FOR IT","Closed","8178 SANTA CRUZ DR, PORT CHARLOTTE FL 33981",
"09/27/2018","20180925825","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","13417 TRASCORO LN, PORT CHARLOTTE FL 33981",
"09/26/2018","20180925716","Res Pool Heat Pump","Heat pump install","Closed","14444 RISELEY AVE, PORT CHARLOTTE FL 33953",
"09/25/2018","20180925583","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","18604 OHARA DR, PORT CHARLOTTE FL 33948",
"09/25/2018","20180925539","Res Pool Heat Pump","install pool heat pump (ELECTRIC TO BE DONE BY HOMEOWNER)","Closed","217 ROTONDA BLVD N, ROTONDA WEST FL 33947",
"09/25/2018","20180925537","Res Pool Heat Pump","install pool heat pump","Closed","133 ALBATROSS RD, ROTONDA WEST FL 33947",
"09/24/2018","20180925475","Res Pool Heat Pump","Install good, used pool heater.","Closed","12566 BACCHUS RD, PORT CHARLOTTE FL 33981",
