"Date","Permit Number","Permit Type","Description","Status","Address",
"09/19/2017","20170920484","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR SYSTEM","Closed","3234 SUNRISE TRL, PORT CHARLOTTE FL 33952",
"09/01/2017","20170919885","Residential Pool Solar System","Install solar pool heat w/manual","Closed","10159 RAFFERTY AVE, ENGLEWOOD FL 34224",
"08/24/2017","20170819211","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","622 GAINES ST, PORT CHARLOTTE FL 33952",
"08/22/2017","20170818997","Residential Pool Solar System","Install solar pool heat with manual control","Closed","461 CHAMBER ST, PORT CHARLOTTE FL 33948",
"08/21/2017","20170818888","Residential Pool Solar System","INSTALL SOLAR POOL HEATING SYSTEM","Closed","113 APOLLO DR, ROTONDA WEST FL 33947",
"08/21/2017","20170818849","Residential Pool Solar System","Install solar pool heat with manual control","Closed","22516 NEW YORK AVE, PORT CHARLOTTE FL 33952",
"08/18/2017","20170818785","Residential Pool Solar System","Roof mount solar poo heater - NO PHOTOVOLTAIC","Closed","1221 PEPPERTREE LN, PORT CHARLOTTE FL 33952",
"08/18/2017","20170818781","Residential Pool Solar System","Roof mount solar pool heater - NO PHOTOVOLTAIC","Closed","23229 BILLINGS AVE, PORT CHARLOTTE FL 33954",
"08/18/2017","20170818718","Residential Pool Solar System","Install solar pool heat with auto control","Closed","135 THELMA DR, ROTONDA WEST FL 33947",
"08/16/2017","20170818463","Residential Pool Solar System","Install solar pool heat with manual control","Closed","34 SPORTSMAN WAY, ROTONDA WEST FL 33947",
"08/15/2017","20170818407","Residential Pool Solar System","SOLAR POOL HEATER ROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","12140 CLARENDON AVE, PORT CHARLOTTE FL 33981",
"08/14/2017","20170818281","Residential Pool Solar System","Solar Pool Heater Installation6) 4'x12' Fafco SunSaver Solar Panels","Closed","1229 HARBOR BLVD, PORT CHARLOTTE FL 33952",
"08/10/2017","20170818036","Residential Pool Solar System","SOLAR POOL HEATER ROOF MOUNTED (PANEL REPLACEMENT) HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","440 CARTAGENA ST, PUNTA GORDA FL 33983",
"07/20/2017","20170716252","Residential Pool Solar System","Install solar pool heat with manual control","Closed","18625 OHARA DR, PORT CHARLOTTE FL 33948",
"07/19/2017","20170716148","Residential Pool Solar System","Install solar pool heat with auto control","Closed","157 HOFFER ST, PORT CHARLOTTE FL 33953",
"07/19/2017","20170716027","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","15192 CHAMBERLAIN BLVD, PORT CHARLOTTE FL 33953",
"07/14/2017","20170715756","Residential Pool Solar System","Install solar pool heat with manual control","Closed","323 AURORA ST, PORT CHARLOTTE FL 33948",
"07/14/2017","20170715711","Residential Pool Solar System","Install solar pool heat with manual control","Closed","18369 WINSOM AVE, PORT CHARLOTTE FL 33948",
"07/14/2017","20170715693","Residential Pool Solar System","Install Solar Pool Heat with Manual Control","Closed","18487 MONET AVE, PORT CHARLOTTE FL 33948",
"07/06/2017","20170715086","Residential Pool Solar System","Install solar pool heat with manual control","Closed","5235 THE POINTE, ENGLEWOOD FL 34223",
"06/29/2017","20170614602","Residential Pool Solar System","SOLAR POOL HEATER","Closed","127 SINCLAIR ST SW, PORT CHARLOTTE FL 33952",
"06/28/2017","20170614438","Residential Pool Solar System","Install solar pool heat with manual control","Closed","60 LONG MEADOW PL, ROTONDA WEST FL 33947",
"06/16/2017","20170613603","Residential Pool Solar System","SOLAR POOL HEATER (PANEL REPLACEMENT)  NO CHANGES TO VALVES OR PLUMBING BELOW ROOF LINE","Closed","9 LEEWARD DR, PLACIDA FL 33946",
"06/15/2017","20170613443","Residential Pool Solar System","Install solar pool heat with manual control","Closed","6951 SPINNAKER BLVD, ENGLEWOOD FL 34224",
"06/13/2017","20170613254","Residential Pool Solar System","Install solar pool heat w/manual control","Closed","9049 EVELYN RD, ENGLEWOOD FL 34224",
"06/08/2017","20170612913","Residential Pool Solar System","Solar pool heater, replace existing five panels 4ftx12ft each.","Closed","17151 OHARA DR, PORT CHARLOTTE FL 33948",
"06/08/2017","20170612906","Residential Pool Solar System","Solar Pool Heater","Closed","17151 OHARA DR, PORT CHARLOTTE FL 33948",
"06/07/2017","20170612795","Residential Pool Solar System","Solar Pool Heater","Closed","92 LONG MEADOW LN, ROTONDA WEST FL 33947",
"06/05/2017","20170612609","Residential Pool Solar System","Install solar pool heat with auto control","Closed","339 MARACA ST, PUNTA GORDA FL 33983",
"05/30/2017","20170512112","Residential Pool Solar System","Install solar pool heat with manual control","Closed","10477 SANDRIFT AVE, ENGLEWOOD FL 34224",
"05/24/2017","20170511755","Residential Pool Solar System","SOLAR POOL HEATER ROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","2459 BAIRD ST, PORT CHARLOTTE FL 33948",
"05/22/2017","20170511584","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","357 BARCELONA ST, PUNTA GORDA FL 33983",
"05/17/2017","20170511192","Residential Pool Solar System","ROOF MTD 17 PANEL GRID TIED PV SYSTEM, 3 PV PANEL POOL PUMP SYSTEM & 6 PV SOLAR POOL PANELS","Closed","23383 WEAVER AVE, PORT CHARLOTTE FL 33954",
"05/15/2017","20170510974","Residential Pool Solar System","Install solar pool heat with auto control","Closed","65 PINE VALLEY LN, ROTONDA WEST FL 33947",
"05/12/2017","20170510855","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","3458 BLITMAN ST, PORT CHARLOTTE FL 33981",
"05/10/2017","20170510607","Residential Pool Solar System","Install solar pool heat with manual control","Closed","2747 SUNCOAST LAKES BLVD, PORT CHARLOTTE FL 33980",
"05/09/2017","20170510497","Residential Pool Solar System","Install solar pool heat with manual control","Closed","3532 PEACE RIVER DR, PUNTA GORDA FL 33983",
"05/09/2017","20170510480","Residential Pool Solar System","Install solar pool heat with manual control","Closed","207 EAST TARPON BLVD NW, PORT CHARLOTTE FL 33952",
"05/08/2017","20170510404","Residential Pool Solar System","Install solar pool heat with auto control","Closed","465 ROTONDA CIR, ROTONDA WEST FL 33947",
"05/03/2017","20170509939","Residential Pool Solar System","Install solar pool heat with manual control","Closed","3139 HICKORY CT, PUNTA GORDA FL 33950",
"05/01/2017","20170509657","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR SYSTEM","Closed","15210 APPLETON BLVD, PORT CHARLOTTE FL 33981",
"04/28/2017","20170409549","Residential Pool Solar System","Install solar pool heat with auto control","Closed","7096 SOUTH LAKE DR, ENGLEWOOD FL 34224",
"04/21/2017","20170409023","Residential Pool Solar System","Install solar pool heat with auto control","Closed","23400 ABRADE AVE, PORT CHARLOTTE FL 33980",
"04/11/2017","20170408065","Residential Pool Solar System","Solar Pool Heater","Closed","2975 MILL CREEK RD, PORT CHARLOTTE FL 33953",
"04/11/2017","20170408027","Residential Pool Solar System","Solar Pool Heater, Seven Panels 4x12 each, South roof in single row (no aerial imagery or house plans available for newly constructed home).","Closed","14195 AURELLA CIR, PORT CHARLOTTE FL 33981",
"04/11/2017","20170408021","Residential Pool Solar System","Solar Pool Heater","Closed","1364 EPPINGER DR, PORT CHARLOTTE FL 33953",
"04/05/2017","20170407556","Residential Pool Solar System","Install solar pool heat with auto control","Closed","14502 LILLIAN CIR, PORT CHARLOTTE FL 33981",
"04/04/2017","20170407370","Residential Pool Solar System","Install solar pool heat with manual control","Closed","108 LONG MEADOW LN, ROTONDA WEST FL 33947",
"04/03/2017","20170407290","Residential Pool Solar System","Install solar pool heat with manual control","Closed","7453 SPINNAKER BLVD, ENGLEWOOD FL 34224",
"04/03/2017","20170407279","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","6814 GREENVIEW LN, ENGLEWOOD FL 34224",
"03/30/2017","20170306999","Residential Pool Solar System","Install solar pool heat with manual control","Closed","1377 KENSINGTON ST, PORT CHARLOTTE FL 33952",
"03/28/2017","20170306690","Residential Pool Solar System","Install solar pool heat with manual control","Closed","3032 SAINT JAMES ST, PORT CHARLOTTE FL 33952",
"03/24/2017","20170306417","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","26021 OCELOT LN, PUNTA GORDA FL 33983",
"03/23/2017","20170306320","Residential Pool Solar System","Install solar pool heat with auto control","Closed","139 ROTONDA CIR, ROTONDA WEST FL 33947",
"03/22/2017","20170306237","Residential Pool Solar System","Install solar pool heat with auto control","Closed","27278 SAN CARLOS DR, PUNTA GORDA FL 33983",
"03/21/2017","20170306175","Residential Pool Solar System","Install solar pool heat with manual control","Closed","25475 TERRAIN LN, PUNTA GORDA FL 33983",
"03/16/2017","20170305767","Residential Pool Solar System","Install solar pool heat with auto control","Closed","1108 FLEETWOOD DR, PORT CHARLOTTE FL 33948",
"03/16/2017","20170305761","Residential Pool Solar System","Install solar pool heat with manual control","Closed","22 MEDALIST LN, ROTONDA WEST FL 33947",
"03/15/2017","20170305653","Residential Pool Solar System","Install Helicol Solar System, 4x12.5 panels","Closed","1465 SHIELDS ST, PORT CHARLOTTE FL 33980",
"03/14/2017","20170305507","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","2188 BROAD RANCH DR, PORT CHARLOTTE FL 33948",
"03/10/2017","20170305328","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","42 SPORTSMAN CT, ROTONDA WEST FL 33947",
"03/09/2017","20170305500","Residential Pool Solar System","Installation of Roof mounted solar pool heating system","Closed","25431 BARINAS DR, PUNTA GORDA FL 33983",
"03/08/2017","20170305117","Residential Pool Solar System","Install solar pool heat with auto control","Closed","1209 HURTIG AVE, PORT CHARLOTTE FL 33948",
"03/07/2017","20170304958","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","21260 BURKHART DR, PORT CHARLOTTE FL 33952",
"03/07/2017","20170304956","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","10053 WINDING RIVER RD, PUNTA GORDA FL 33950",
"03/03/2017","20170304668","Residential Pool Solar System","Replace existing solar pool heating system with six 4'x12' solar panels (same as existing).","Closed","24172 VINCENT AVE, PUNTA GORDA FL 33955",
"03/03/2017","20170304651","Residential Pool Solar System","Install solar pool heat with manual control","Closed","194 SWIFT ST, PORT CHARLOTTE FL 33954",
"03/03/2017","20170304647","Residential Pool Solar System","Install solar pool heat with manual control","Closed","437 LONDRINA DR, PUNTA GORDA FL 33983",
"03/03/2017","20170304640","Residential Pool Solar System","Install solar pool heat with auto control","Closed","810 ROTONDA CIR, ROTONDA WEST FL 33947",
"03/02/2017","20170304554","Residential Pool Solar System","Install solar pool heat with manual control","Closed","20447 HILLSBOROUGH BLVD, PORT CHARLOTTE FL 33954",
"03/02/2017","20170304541","Residential Pool Solar System","Install solar pool heat with manual control","Closed","76 LONG MEADOW PL, ROTONDA WEST FL 33947",
"03/01/2017","20170304470","Residential Pool Solar System","Install solar pool heat with auto control","Closed","10068 BAY AVE, ENGLEWOOD FL 34224",
"02/28/2017","20170204306","Residential Pool Solar System","Roof mount solar pool heating","Closed","124 ANGOL ST, PUNTA GORDA FL 33983",
"02/24/2017","20170204086","Residential Pool Solar System","Install solar pool heat with manual control","Closed","25176 DERRINGER RD, PUNTA GORDA FL 33983",
"02/21/2017","20170203721","Residential Pool Solar System","Install solar pool heat with auto control","Closed","161 DARTMOUTH DR, PORT CHARLOTTE FL 33952",
"02/20/2017","20170203652","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR PANELS","Closed","225 FOUNTAIN ST, PORT CHARLOTTE FL 33953",
"02/17/2017","20170203569","Residential Pool Solar System","Install solar pool heat with manual control","Closed","571 ROTONDA CIR, ROTONDA WEST FL 33947",
"02/17/2017","20170203519","Residential Pool Solar System","Install solar pool heat with manual control","Closed","2117 ARKANSAS AVE, ENGLEWOOD FL 34224",
"02/15/2017","20170203368","Residential Pool Solar System","Install solar pool heat with auto control","Closed","32 SPORTSMAN TER, ROTONDA WEST FL 33947",
"02/13/2017","20170203190","Residential Pool Solar System","Install solar pool heat with manual control","Closed","242 LONG MEADOW LN, ROTONDA WEST FL 33947",
"02/13/2017","20170203189","Residential Pool Solar System","Solar domestic hot water & roof mount solar pool heating","Closed","13268 CARTER AVE, PORT CHARLOTTE FL 33981",
"02/13/2017","20170203188","Residential Pool Solar System","Install solar pool heat with manual control","Closed","8000 CASA DE MEADOWS DR, ENGLEWOOD FL 34224",
"02/09/2017","20170202895","Residential Pool Solar System","Install solar pool heat with auto control","Closed","46 MEDALIST RD, ROTONDA WEST FL 33947",
"02/08/2017","20170202768","Residential Pool Solar System","Install solar pool heat with manual control","Closed","14418 SILVER LAKES CIR, PORT CHARLOTTE FL 33953",
"02/06/2017","20170202590","Residential Pool Solar System","Install solar pool heat with manual control","Closed","14319 MORRISTOWN AVE, PORT CHARLOTTE FL 33981",
"02/02/2017","20170202352","Residential Pool Solar System","Install solar pool heat with manual control","Closed","9041 SWISS BLVD, PUNTA GORDA FL 33982",
"01/31/2017","20170102109","Residential Pool Solar System","Install solar pool heat with auto control","Closed","317 ADALIA TER, PORT CHARLOTTE FL 33953",
"01/31/2017","20170102107","Residential Pool Solar System","Install solar pool heat with manual control","Closed","571 SHARON CIR, PORT CHARLOTTE FL 33952",
"01/31/2017","20170102075","Residential Pool Solar System","Install solar pool heat with manual control","Closed","62 SPORTSMAN CT, ROTONDA WEST FL 33947",
"01/30/2017","20170101959","Residential Pool Solar System","INSTALL SOLAR POOL HEATER","Closed","18409 DRIGGERS AVE, PORT CHARLOTTE FL 33948",
"01/25/2017","20170101649","Residential Pool Solar System","SOLAR POOL HEATER ROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","17268 VAGABOND CIR, PUNTA GORDA FL 33955",
"01/20/2017","20170101356","Residential Pool Solar System","Install solar pool heat with manual control","Closed","2715 MAGNOLIA WAY, PUNTA GORDA FL 33950",
"01/20/2017","20170101325","Residential Pool Solar System","Install solar pool heat with manual control","Closed","241 TIMBRUCE LN, PORT CHARLOTTE FL 33952",
"01/20/2017","20170101284","Residential Pool Solar System","Install solar pool heat with manual control","Closed","16 PEBBLE BEACH RD, ROTONDA WEST FL 33947",
"01/17/2017","20170101031","Residential Pool Solar System","Install solar pool heat with manual control","Closed","1534 YORKSHIRE ST, PORT CHARLOTTE FL 33952",
"01/17/2017","20170101028","Residential Pool Solar System","Install solar pool heat with manual control","Closed","2811 SAWGRASS CT, PORT CHARLOTTE FL 33953",
"01/12/2017","20170100789","Residential Pool Solar System","Install solar pool heat with manual control","Closed","17087 OHARA DR, PORT CHARLOTTE FL 33948",
"01/12/2017","20170100788","Residential Pool Solar System","Install solar pool heat with manual control","Closed","65 MANIZAKS AVE, PUNTA GORDA FL 33983",
"01/10/2017","20170100527","Residential Pool Solar System","Install solar pool heat with auto control","Closed","17381 FOREMOST LN, PORT CHARLOTTE FL 33948",
"01/09/2017","20170100464","Residential Pool Solar System","Solar pool heater replacing original solar pool heater 7 panels after roof replacement (under separate permit).","Closed","15 MARINER LN, ROTONDA WEST FL 33947",
"01/06/2017","20170100388","Residential Pool Solar System","Install solar pool heat with auto control","Closed","498 ORLANDO BLVD, PORT CHARLOTTE FL 33954",
"01/05/2017","20170100249","Residential Pool Solar System","Install solar pool heat with manual control","Closed","2321 FOURWIND ST, PORT CHARLOTTE FL 33948",
"01/04/2017","20170100182","Residential Pool Solar System","Solar Pool heating system5) 4x12 Sunsaver Panels","Closed","15552 ALDAMA CIR, PORT CHARLOTTE FL 33981",
"12/29/2016","20161225137","Residential Pool Solar System","SOLAR POOL HEATING SYSTEM","Closed","2147 BROAD RANCH DR, PORT CHARLOTTE FL 33948",
"12/28/2016","20161225061","Residential Pool Solar System","Install solar pool heat with manual control","Closed","4234 ROCK CREEK DR, PORT CHARLOTTE FL 33948",
"12/19/2016","20161224617","Residential Pool Solar System","Install solar pool heat with manual control","Closed","206 EAST TARPON BLVD NW, PORT CHARLOTTE FL 33952",
"12/16/2016","20161224546","Residential Pool Solar System","Install solar pool heat with manual control","Closed","249 MARKER RD, ROTONDA WEST FL 33947",
"12/15/2016","20161224414","Residential Pool Solar System","Install solar pool heat with auto control","Closed","13571 ROMFORD AVE, PORT CHARLOTTE FL 33981",
"12/13/2016","20161224198","Residential Pool Solar System","Install heat pump","Closed","112 SINCLAIR ST SE, PORT CHARLOTTE FL 33952",
"12/09/2016","20161224023","Residential Pool Solar System","Solar Pool Heat6) 4' x 12' Panels","Closed","260 WHITE MARSH LN, ROTONDA WEST FL 33947",
"12/08/2016","20161223884","Residential Pool Solar System","SOLAR POOL HEATER","Closed","7231 BROOKHAVEN TER, ENGLEWOOD FL 34224",
"12/06/2016","20161223713","Residential Pool Solar System","Install solar pool heat with manual control","Closed","10142 WINDING RIVER RD, PUNTA GORDA FL 33950",
"12/06/2016","20161223673","Residential Pool Solar System","Install solar pool heat with auto control","Closed","4550 COLLEEN ST, PORT CHARLOTTE FL 33952",
"12/02/2016","20161223448","Residential Pool Solar System","Install solar pool heat with manual control","Closed","13253 IRWIN DR, PORT CHARLOTTE FL 33953",
"12/01/2016","20161223395","Residential Pool Solar System","Install solar pool heat with manual control","Closed","22509 QUASAR BLVD, PORT CHARLOTTE FL 33952",
"11/22/2016","20161122861","Residential Pool Solar System","Install solar pool heat with manual control","Closed","780 COLUMBIA ST, PORT CHARLOTTE FL 33948",
"11/18/2016","20161122606","Residential Pool Solar System","Install solar pool heat with auto control","Closed","15603 STUART CIR, PORT CHARLOTTE FL 33981",
"11/18/2016","20161122591","Residential Pool Solar System","POOL SOLAR HEAT PUMP","Closed","25917 AYSEN DR, PUNTA GORDA FL 33983",
"11/17/2016","20161122528","Residential Pool Solar System","Install solar pool heat with manual control","Closed","819 CORDELE AVE, PORT CHARLOTTE FL 33948",
"11/17/2016","20161122513","Residential Pool Solar System","SOLAR POOL HEATER ROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","15358 BRAINBRIDGE CIR, PORT CHARLOTTE FL 33981",
"11/08/2016","20161121802","Residential Pool Solar System","Install solar pool heat with manual control","Closed","7072 ADDERLY RD, ENGLEWOOD FL 34224",
"11/08/2016","20161121756","Residential Pool Solar System","SOLAR POOL HEATER HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","2080 PINELLAS DR, PUNTA GORDA FL 33983",
"11/08/2016","20161121755","Residential Pool Solar System","SOLAR POOL HEATER HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","244 ROTONDA CIR, ROTONDA WEST FL 33947",
"11/07/2016","20161121720","Residential Pool Solar System","Install solar pool heat with manual control","Closed","2198 HUTT CT, PORT CHARLOTTE FL 33952",
"11/02/2016","20161121442","Residential Pool Solar System","SOLAR POOL HEATER HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","25532 AREQUIPA DR, PUNTA GORDA FL 33983",
"11/02/2016","20161121439","Residential Pool Solar System","SOLAR POOL HEATER HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","366 STRASBURG DR, PORT CHARLOTTE FL 33954",
"10/28/2016","20161021158","Residential Pool Solar System","Install solar pool heat with manual control","Closed","108 MCCABE ST, PORT CHARLOTTE FL 33953",
"10/26/2016","20161020924","Residential Pool Solar System","Install solar pool heat with manual control","Closed","44 BUNKER CIR, ROTONDA WEST FL 33947",
"10/25/2016","20161020881","Residential Pool Solar System","Install solar pool heat with manual control","Closed","12040 DUVAL BLVD, PORT CHARLOTTE FL 33981",
"10/21/2016","20161020655","Residential Pool Solar System","Install solar pool heat with manual control","Closed","9256 ARRID CIR, PORT CHARLOTTE FL 33981",
"10/19/2016","20161020481","Residential Pool Solar System","Install solar pool heat with manual control","Closed","657 ENNIS TER, PORT CHARLOTTE FL 33952",
"10/19/2016","20161020435","Residential Pool Solar System","Install solar pool heat with manual control","Closed","22143 MARSHALL AVE, PORT CHARLOTTE FL 33952",
"10/14/2016","20161020178","Residential Pool Solar System","Install solar pool heat with manual control","Closed","132 CATAMARACA CT, PUNTA GORDA FL 33983",
"10/07/2016","20161019680","Residential Pool Solar System","Install solar pool heat with manual control","Closed","18890 LAKE WORTH BLVD, PORT CHARLOTTE FL 33948",
"10/05/2016","20161019540","Residential Pool Solar System","Install solar pool heat with manual control","Closed","3301 PENNYROYAL RD, PORT CHARLOTTE FL 33953",
"10/03/2016","20161019342","Residential Pool Solar System","SOLAR POOL HEATER REPLACEMENT ROOF ONLY HOOKUP TO EXISTING POOL EQUIPMENT","Closed","114 BROADMOOR LN, ROTONDA WEST FL 33947",
"09/30/2016","20160919257","Residential Pool Solar System","Install solar pool heat with manual control","Closed","4303 FLAMINGO BLVD, PORT CHARLOTTE FL 33948",
"09/29/2016","20160919123","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR SYSTEM","Closed","26499 TRINILAS DR, PUNTA GORDA FL 33983",
"09/22/2016","20160918595","Residential Pool Solar System","Install solar pool heat with manual control","Closed","26040 OLLA CT, PUNTA GORDA FL 33983",
"09/21/2016","20160918507","Residential Pool Solar System","Install solar pool heat with manual control","Closed","5386 GUIDEPOST TER, PORT CHARLOTTE FL 33981",
"09/21/2016","20160918441","Residential Pool Solar System","Solar Pool Heating System, (5) 4'x10' Solar Collectors on SE roof.","Closed","19773 MIDWAY BLVD, PORT CHARLOTTE FL 33948",
"09/20/2016","20160918349","Residential Pool Solar System","Install solar pool heat with manual control","Closed","9373 EL CAMPO AVE, ENGLEWOOD FL 34224",
"09/13/2016","20160917895","Residential Pool Solar System","Install solar pool heat with manual control","Closed","1468 SCHENLEY ST, PORT CHARLOTTE FL 33952",
"09/13/2016","20160917894","Residential Pool Solar System","Install Solar Pool Heat With Manual Control","Closed","1468 SCHENLEY ST, PORT CHARLOTTE FL 33952",
"08/30/2016","20160817084","Residential Pool Solar System","Install solar pool heat with auto control","Closed","58 SPORTSMAN CT, Placida FL 33947",
"08/18/2016","20160816311","Residential Pool Solar System","Install solar pool heat with manual control","Closed","15 ARLINGTON DR, PLACIDA FL 33946",
"08/17/2016","20160816258","Residential Pool Solar System","install solar pool heater (10) panels","Closed","24111 TREASURE ISLAND BLVD, PUNTA GORDA FL 33955",
"08/03/2016","20160815275","Residential Pool Solar System","Install solar pool heat with manual control","Closed","3058 BEACON DR, PORT CHARLOTTE FL 33952",
"07/21/2016","20160714389","Residential Pool Solar System","Install solar pool heat with auto control","Closed","1089 ROTONDA CIR, Placida FL 33947",
"07/12/2016","20160713700","Residential Pool Solar System","Install solar pool heat with auto control","Closed","25703 AYSEN DR, PUNTA GORDA FL 33983",
"07/05/2016","20160713204","Residential Pool Solar System","Solar pool heater roof only hooked up to existing pool equipment","Closed","217 WAYNE RD, Placida FL 33947",
"07/01/2016","20160713129","Residential Pool Solar System","SOLAR POOL HEATER REPLACEMENT ROOF ONLY HOOK UP TO EXISTING POOL EQUIPMENT","Closed","609 CORRIENTES CIR, PUNTA GORDA FL 33983",
"06/28/2016","20160612842","Residential Pool Solar System","SOLAR POOL HEATER REPLACEMENT ROOF ONLY HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","23056 GRAY AVE, PORT CHARLOTTE FL 33980",
"06/27/2016","20160612694","Residential Pool Solar System","Solar pool heater, 7 panels, 4'x12'","Closed","17510 YOUNG AVE, PORT CHARLOTTE FL 33948",
"06/21/2016","20160612343","Residential Pool Solar System","Install solar pool heat","Closed","3478 MENTONE ST, PORT CHARLOTTE FL 33980",
"06/14/2016","20160611884","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL FILTER, SOLAR H2O HEATER, SOLAR ELECTRIC","Closed","391 BORDER ST, PORT CHARLOTTE FL 33953",
"05/27/2016","20160510656","Residential Pool Solar System","Install solar pool heat","Closed","20261 NAVAJO LN, PORT CHARLOTTE FL 33952",
"05/27/2016","20160510653","Residential Pool Solar System","Install solar pool heat w/ new risers","Closed","284 MALPELO AVE, PUNTA GORDA FL 33983",
"05/23/2016","20160510198","Residential Pool Solar System","Install solar pool heat","Closed","11651 BRIDLE PATH LN, PLACIDA FL 33946",
"05/16/2016","20160509579","Residential Pool Solar System","Install solar pool heat w/ attaching to existing risers","Closed","738 ROTONDA CIR, Placida FL 33947",
"05/13/2016","20160509466","Residential Pool Solar System","SOLAR POOL HEATER HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","304 CAPATOLA ST, PORT CHARLOTTE FL 33948",
"05/05/2016","20160508863","Residential Pool Solar System","roof mount solar pool heating","Closed","122 BYRON CT, ROTONDA WEST FL 33947",
"04/29/2016","20160408415","Residential Pool Solar System","Install solar pool heat","Closed","122 BYRON CT, ROTONDA WEST FL 33947",
"04/26/2016","20160408059","Residential Pool Solar System","Install solar pool heat","Closed","255 LONG MEADOW LN, ROTONDA WEST FL 33947",
"04/25/2016","20160407997","Residential Pool Solar System","SOLAR POOL HEATER ROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","336 JAPURA ST, Port Charlotte FL 33983",
"04/19/2016","20160407635","Residential Pool Solar System","Install solar pool heat","Closed","5010 DUPRELL TER, PORT CHARLOTTE FL 33981",
"04/19/2016","20160407629","Residential Pool Solar System","Install solar pool heat","Closed","10678 KEARSARGE CIR, PORT CHARLOTTE FL 33981",
"04/19/2016","20160407563","Residential Pool Solar System","Install solar pool heat w/ attaching to existing risers","Closed","1534 NUREMBERG BLVD, Port Charlotte FL 33983",
"04/15/2016","20160407420","Residential Pool Solar System","Install solar pool heat","Closed","139 CREVALLE RD, ROTONDA WEST FL 33947",
"04/15/2016","20160407406","Residential Pool Solar System","Install solar pool heat","Closed","25402 ST HELENA LN, Port Charlotte FL 33983",
"04/15/2016","20160407377","Residential Pool Solar System","Install solar pool heat to existing risers. Just roof work","Closed","475 GUYANA ST, Port Charlotte FL 33983",
"04/15/2016","20160407364","Residential Pool Solar System","Install solar pool heat","Closed","2644 MYAKKA MARSH LN, PORT CHARLOTTE FL 33953",
"04/13/2016","20160407141","Residential Pool Solar System","SOLAR POOL HEATER ROOF MOUNTED (ROOF ONLY) HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","25372 PALADIN LN, Port Charlotte FL 33983",
"04/11/2016","20160406933","Residential Pool Solar System","Install solar pool heat","Closed","1713 BLUE LAKE CIR, Port Charlotte FL 33983",
"04/11/2016","20160406929","Residential Pool Solar System","Install solar pool heat","Closed","267 MARKER RD, ROTONDA WEST FL 33947",
"04/08/2016","20160406776","Residential Pool Solar System","SOLAR POOL HEATER ROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","193 SEASONS DR, Port Charlotte FL 33983",
"04/01/2016","20160406247","Residential Pool Solar System","Install solar pool heat","Closed","2137 COMO ST, PORT CHARLOTTE FL 33948",
"03/28/2016","20160305770","Residential Pool Solar System","Install solar pool heat","Closed","11904 XAVIER AVE, PORT CHARLOTTE FL 33981",
"03/24/2016","20160305591","Residential Pool Solar System","Install solar pool heat","Closed","201 MARKER RD, Placida FL 33947",
"03/22/2016","20160305356","Residential Pool Solar System","Install solar pool heat & Solar Domestic Hot Water","Closed","224 CADDY RD, Placida FL 33947",
"03/22/2016","20160305346","Residential Pool Solar System","(6) 4X10 SOLAR POOL HEAT & (1) SOLAR ATTIC FAN","Expired - Not Issued","359 JAPURA ST, Port Charlotte FL 33983",
"03/21/2016","20160305245","Residential Pool Solar System","Install solar pool heat","Closed","123 FAIRWAY RD, Placida FL 33947",
"03/21/2016","20160305235","Residential Pool Solar System","Install solar pool heat","Closed","4162 PERCH CIR, PORT CHARLOTTE FL 33948",
