"Date","Permit Number","Permit Type","Description","Status","Address",
"08/30/2006","2006082912","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","24503 KINGSWAY CIR, PUNTA GORDA 33983",
"08/30/2006","2006082910","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","24409 KINGSWAY CIR, PUNTA GORDA 33983",
"08/30/2006","2006082908","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","1282 KEESLER ST, PORT CHARLOTTE 33953",
"08/30/2006","2006082907","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL             ( SFR  2006051732 )","Closed","13982 NAYLOR AVE, PORT CHARLOTTE 33981",
"08/30/2006","2006082906","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2691 MYAKKA MARSH LN, PORT CHARLOTTE 33953",
"08/30/2006","2006082905","Building/Accessories/Residential/Swimming Pool","POOL AND DECK                  REF#2008110365","Closed","24379 KINGSWAY CIR, PUNTA GORDA 33983",
"08/30/2006","2006082904","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL    ( SFR 2006051750 )","Closed","14017 WENZEL AVE, PORT CHARLOTTE 33981",
"08/30/2006","2006082903","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","14444 RISELEY AVE, PORT CHARLOTTE 33953",
"08/30/2006","2006082901","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","24519 KINGSWAY CIR, PUNTA GORDA 33983",
"08/30/2006","2006082900","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","14040 NAYLOR AVE, PORT CHARLOTTE 33981",
"08/30/2006","2006082899","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2129 BASIN ST, PORT CHARLOTTE 33952",
"08/30/2006","2006082897","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","1243 KEESLER ST, PORT CHARLOTTE 33953",
"08/30/2006","2006082896","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","276 BERTHOUD ST, PORT CHARLOTTE 33953",
"08/30/2006","2006082895","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","8430 ALFRED BLVD, PUNTA GORDA 33982",
"08/30/2006","2006082894","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","8376 MATECUMBE RD, PORT CHARLOTTE 33981",
"08/30/2006","2006082893","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","8381 WALBERT ST, PORT CHARLOTTE 33981",
"08/30/2006","2006082892","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","14199 BARBET LN, PORT CHARLOTTE 33981",
"08/30/2006","2006082891","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","8373 WALBERT ST, PORT CHARLOTTE 33981",
"08/29/2006","2006082838","Building/Accessories/Residential/Swimming Pool","CONCRETE POOL & DECK","Closed","8375 PALMETTO CT, ENGLEWOOD 34224",
"08/29/2006","2006082805","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   AND DECK    ROW FINAL","Closed","189 BAYTREE DR, ROTONDA WEST 33947",
"08/29/2006","2006082804","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK   ROW FINAL","Closed","110 RED CEDAR PARK, ROTONDA WEST 33947",
"08/28/2006","2006082729","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","24479 LAKESIDE, PORT CHARLOTTE 33980",
"08/25/2006","2006082651","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","3179 IVERSON ST, PORT CHARLOTTE 33952",
"08/25/2006","2006082620","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & DECK  ***MP353***","Closed","14495 MC CLELLAN AVE, PORT CHARLOTTE 33953",
"08/25/2006","2006082609","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK   ROW FINAL","Closed","812 BOUNDARY BLVD, ROTONDA WEST 33947",
"08/25/2006","2006082612","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL  **MP423**","Closed","1062 YORKSHIRE ST, PORT CHARLOTTE 33952",
"08/24/2006","2006082565","Building/Accessories/Residential/Swimming Pool","POOL & DECK    ROW FINAL","Closed","13265 SCRUB JAY CT, PORT CHARLOTTE 33953",
"08/24/2006","2006082564","Building/Accessories/Residential/Swimming Pool","POOL & DECK   ROW FINAL","Closed","24017 PEPPERCORN RD, PUNTA GORDA 33955",
"08/24/2006","2006082543","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   ---- ORIGINAL DATE 09/06/06","Closed","24529 KINGSWAY CIR, PUNTA GORDA 33983",
"08/23/2006","2006082522","Building/Accessories/Residential/Swimming Pool","POOL                       ORIG  9/18/2006","Closed","2437 CANNOLOT BLVD, PORT CHARLOTTE 33948",
"08/23/2006","2006082511","Building/Accessories/Residential/Swimming Pool","FIBERGLASS POOL SPLA AND DECK  ROW FINAL","Closed","41 LEMON BAY LN, PLACIDA 33946",
"08/23/2006","2006082491","Building/Accessories/Residential/Swimming Pool","POOL  (MP 423)","Closed","410 E TARPON BLVD, PORT CHARLOTTE 33952",
"08/23/2006","2006082489","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","2394 SOFIA LN, PUNTA GORDA 33983",
"08/23/2006","2006082488","Building/Accessories/Residential/Swimming Pool","COMMERCIAL POOL & SPA @ ""THE LANDINGS""-----ORIGINAL 08-31-2006","Closed","10401 CORAL LANDINGS LN, PLACIDA 33946",
"08/22/2006","2006082421","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","208 AKERS ST, PORT CHARLOTTE 33953",
"08/22/2006","2006082417","Building/Accessories/Residential/Swimming Pool","POOL","Closed","1423 OLANCHA CT, PUNTA GORDA 33983",
"08/22/2006","2006082374","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK   ( SFR 2005042447 )","Closed","4234 ROCK CREEK DR, PORT CHARLOTTE 33948",
"08/22/2006","2006082373","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL","Closed","10345 REDONDO ST, PORT CHARLOTTE 33981",
"08/22/2006","2006082366","Building/Accessories/Residential/Swimming Pool","SWIMMIMG POOL AND DECK   ROW FINAL","Closed","578 CHAMBER ST, PORT CHARLOTTE 33948",
"08/21/2006","2006082358","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","263 ROTONDA BLVD, ROTONDA 33947",
"08/21/2006","2006082289","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL","Expired","20207 RUTHERFORD AVE, PORT CHARLOTTE 33952",
"08/18/2006","2006082207","Building/Accessories/Residential/Swimming Pool","POOL AND DECK  ROW FINAL","Closed","10 MEDALIST RD, ROTONDA WEST 33947",
"08/17/2006","2006082183","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","14299 ALDRIDGE AVE, PORT CHARLOTTE 33953",
"08/17/2006","2006082180","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","8194 OLSEN ST, PORT CHARLOTTE 33981",
"08/17/2006","2006082178","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","8039 AGATE ST, PORT CHARLOTTE 33981",
"08/17/2006","2006082176","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","8365 WALBERT ST, PORT CHARLOTTE 33981",
"08/17/2006","2006082175","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","2676 MYAKKA MARSH LN, PORT CHARLOTTE 33953",
"08/17/2006","2006082174","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   ( SFR 205113377 )","Closed","23526 CHIMES AVE, PORT CHARLOTTE 33980",
"08/17/2006","2006082173","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL  ( SFR 2006052507 )","Closed","977 BOUNDARY BLVD, ROTONDA WEST 33947",
"08/17/2006","2006082172","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL  ( SFR 2006030084 )","Closed","25533 PRADA DR, PUNTA GORDA 33955",
"08/17/2006","2006082171","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","14141 CHESSWOOD LN, PORT CHARLOTTE 33981",
"08/17/2006","2006082169","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","17 MEDALIST CIR, ROTONDA WEST 33947",
"08/17/2006","2006082168","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","5258 MONTEGO LN, PORT CHARLOTTE 33981",
"08/17/2006","2006082167","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL  ( SFR 2005121733)","Closed","27 LONG MEADOW PL, ROTONDA WEST 33947",
"08/17/2006","2006082116","Building/Accessories/Residential/Swimming Pool","COMMERCIAL SWIMMING POOL------ORIGINAL 10/11/2006","Closed","5050 N BEACH RD, ENGLEWOOD 34223",
"08/17/2006","2006082115","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","4790 HARBOR POINT CT, PORT CHARLOTTE 33952",
"08/16/2006","2006082092","Building/Accessories/Residential/Swimming Pool","POOL","Closed","3252 PORT CHARLOTTE BLVD, PORT CHARLOTTE 33952",
"08/16/2006","2006082070","Building/Accessories/Residential/Swimming Pool","INSTALL POOL AND DECK","Closed","110 GRAHAM ST, PORT CHARLOTTE 33952",
"08/15/2006","2006082010","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","16250 SUNSET PINES CIR, PLACIDA 33946",
"08/15/2006","2006082009","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","444 ALBATROSS RD, ROTONDA 33947",
"08/15/2006","2006082008","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","240 ALBATROSS RD, ROTONDA 33947",
"08/15/2006","2006082005","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","126 LINDA LEE DR, ROTONDA 33947",
"08/15/2006","2006082003","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","105 JADE ST, ROTONDA 33947",
"08/15/2006","2006081977","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2263 JACOBS ST, PORT CHARLOTTE 33953",
"08/15/2006","2006081976","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","44510 NEAL RD, PUNTA GORDA 33982",
"08/15/2006","2006081964","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK","Closed","24248 TREASURE ISLAND BLVD, PUNTA GORDA 33955",
"08/15/2006","2006081924","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","24500 CABANA RD, PUNTA GORDA 33955",
"08/15/2006","2006081946","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Expired","2063 BACKTON ST, PORT CHARLOTTE 33948",
"08/14/2006","2006080865","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","27451 LIPIZZAN TRL, PUNTA GORDA 33955",
"08/14/2006","2006080854","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND INSTALLATION OF HEAT PUMP","Closed","5163 COLT TER, PORT CHARLOTTE 33981",
"08/14/2006","2006080864","Building/Accessories/Residential/Swimming Pool","#26          SWIMMING POOL   09/27/2006","Closed","32377 WASHINGTON LOOP RD, PUNTA GORDA 33982",
"08/11/2006","2006080793","Building/Accessories/Residential/Swimming Pool","CONSTRUCT CONCRETE INGROUND POOL AND DECK     ROW FINAL","Closed","9228 ST CATHERINE AVE, ENGLEWOOD 34224",
"08/10/2006","2006080737","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL","Closed","504 EPPINGER DR, PORT CHARLOTTE 33953",
"08/10/2006","2006080724","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","20337 ASTORIA AVE, PORT CHARLOTTE 33952",
"08/10/2006","2006080723","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2275 LAKE VIEW BLVD, PORT CHARLOTTE 33948",
"08/10/2006","2006080721","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","233 BRIG CIR, PLACIDA 33946",
"08/10/2006","2006080720","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","1250 KEESLER ST, PORT CHARLOTTE 33953",
"08/10/2006","2006080719","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","14397 POCONO AVE, PORT CHARLOTTE 33981",
"08/10/2006","2006080718","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","14262 MAGNESS AVE, PORT CHARLOTTE 33953",
"08/10/2006","2006080670","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","24588 SUN VISTA PL, PORT CHARLOTTE 33980",
"08/10/2006","2006080669","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","24581 SUN VISTA PL, PORT CHARLOTTE 33980",
"08/09/2006","2006080625","Building/Accessories/Residential/Swimming Pool","CONCRETE POOL AND DECK   ROW FINAL","Closed","9158 PINEHAVEN WAY, ENGLEWOOD 34224",
"08/09/2006","2006080616","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","2635 MYAKKA MARSH LN, PORT CHARLOTTE 33953",
"08/09/2006","2006080615","Building/Accessories/Residential/Swimming Pool","POOL AND DECK  ROW FINAL","Closed","2627 MYAKKA MARSH LN, PORT CHARLOTTE 33953",
"08/09/2006","2006080614","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","2652 MYAKKA MARSH LN, PORT CHARLOTTE 33953",
"08/09/2006","2006080612","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","13257 SCRUB JAY CT, PORT CHARLOTTE 33953",
"08/09/2006","2006080611","Building/Accessories/Residential/Swimming Pool","POOL AND DECK  ROW FINAL","Closed","15467 VISCOUNT CIR, PORT CHARLOTTE 33981",
"08/09/2006","2006080623","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","450 KLISPIE DR, PUNTA GORDA 33950",
"08/08/2006","2006080570","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","1297 CAMPBELL ST, PORT CHARLOTTE 33953",
"08/08/2006","2006080537","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK  ROW FINAL","Closed","3437 ROCK CREEK DR, PORT CHARLOTTE 33948",
"08/08/2006","2006080536","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK  ROW FINAL","Closed","911 ROTONDA CIR, ROTONDA 33947",
"08/08/2006","2006080530","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","181 ROSELLE CT, PORT CHARLOTTE 33952",
"08/08/2006","2006080529","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   ( SFR # 2004115081 )","Closed","17499 POSTON AVE, PORT CHARLOTTE 33948",
"08/08/2006","2006080524","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","17391 SKIPPER LN, PORT CHARLOTTE 33948",
"08/04/2006","2006080417","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK","Closed","206 MARINER LN, ROTONDA 33947",
"08/04/2006","2006080416","Building/Accessories/Residential/Swimming Pool","POOL AND DECK INSTALLATION","Closed","16983 OHARA DR, PORT CHARLOTTE 33948",
"08/04/2006","2006080414","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL AND DECK","Closed","9580 NASTRAND CIR, PORT CHARLOTTE 33981",
"08/04/2006","2006080376","Building/Accessories/Residential/Swimming Pool","RESIDENTIAL SWIMMING POOL","Closed","15714 VISCOUNT CIR, PORT CHARLOTTE 33981",
"08/03/2006","2006080304","Building/Accessories/Residential/Swimming Pool","SWIMMING POOLS & DECK","Closed","250 VICEROY TER, PORT CHARLOTTE 33954",
"08/03/2006","2005050051","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK--ROW REQ'D----ORIG DATE 6/1/05","Closed","845 BOUNDARY BLVD, ROTONDA WEST 33947",
"08/02/2006","2006080214","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","4245 SPIRE ST, PORT CHARLOTTE 33981",
"08/02/2006","2006080213","Building/Accessories/Residential/Swimming Pool","COMMERCIAL POOL, SPA AND DECK","Closed","3200 LOVELAND BLVD, PORT CHARLOTTE 33980",
"08/02/2006","2006080151","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   ( SFR 2006010208 )","Closed","14339 PALMER AVE, PORT CHARLOTTE 33953",
"08/02/2006","2006080150","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   ( SFR 2006013344 )","Closed","18180 WALLACE AVE, PORT CHARLOTTE 33954",
"08/02/2006","2006080149","Building/Accessories/Residential/Swimming Pool","SWIMMING POOLS   (SFR 2006010329 )","Closed","498 TROUTDALE ST, PORT CHARLOTTE 33954",
"08/02/2006","2006080148","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL----ORIGINAL  08/09/2006","Closed","5247 MONTEGO LN, PORT CHARLOTTE 33981",
"08/02/2006","2006080147","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","18094 SULLIVAN AVE, PORT CHARLOTTE 33954",
"08/02/2006","2006080146","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","14153 CHANCELLOR BLVD, PORT CHARLOTTE 33953",
"08/02/2006","2006080138","Building/Accessories/Residential/Swimming Pool","LOT 1664     SWIMMING POOL AND DECK   ROW FINAL","Closed","167 HARDEE WAY, ROTONDA WEST 33947",
"08/01/2006","2006080128","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK","Closed","17343 WINTERGARDEN AVE, PORT CHARLOTTE 33948",
"08/01/2006","2006080121","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","27421 LIPIZZAN TRL, PUNTA GORDA 33955",
"08/01/2006","2006080119","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","18542 VAN NUYS CIR, PORT CHARLOTTE 33948",
"08/01/2006","2006080105","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2194 COMO ST, PORT CHARLOTTE 33948",
"08/01/2006","2006080103","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2628 MYAKKA MARSCH LN, PORT CHARLOTTE 33953",
"08/01/2006","2006080102","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2620 MYAKKA MARSCH LN, PORT CHARLOTTE 33953",
"08/01/2006","2006080101","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2699 MYAKKA MARSCH LN, PORT CHARLOTTE 33953",
"08/01/2006","2006080099","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2692 MYAKKA MARSCH LN, PORT CHARLOTTE 33953",
"08/01/2006","2006080098","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","12057 TERKELSEN AVE, PORT CHARLOTTE 33981",
"08/01/2006","2006080094","Building/Accessories/Residential/Swimming Pool","POOL AND DECK  ROW FINAL","Closed","2627 WAX MYRTLE CT, PORT CHARLOTTE 33953",
"08/01/2006","2006080093","Building/Accessories/Residential/Swimming Pool","POOL AND DECK  ROW FINAL","Closed","2635 WAX MYRTLE CT, PORT CHARLOTTE 33953",
"08/01/2006","2006080087","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","18171 SHAMROCK AVE, PORT CHARLOTTE 33948",
"08/01/2006","2006080083","Building/Accessories/Residential/Swimming Pool","POOL AND DECK    ROW FINAL","Closed","17030 ELDER AVE, PORT CHARLOTTE 33954",
"08/01/2006","2006080068","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","164 ALBATROSS RD, ROTONDA 33947",
"08/01/2006","2006080067","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","115 CABANA WAY, ROTONDA 33947",
"08/01/2006","2006080043","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL ( SFR 2005080128 )","Closed","256 TAZEWELL DR, PORT CHARLOTTE 33954",
"08/01/2006","2006080037","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   (SFR 2004020880 )","Closed","299 MENDOZA ST, PUNTA GORDA 33983",
"07/31/2006","2006071940","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","257 WEST PINE VALLEY LN, ROTONDA WEST 33947",
"07/31/2006","2006071939","Building/Accessories/Residential/Swimming Pool","POOL  AND SPA DECK  ROW FINAL","Closed","1680 PARKER DR, ENGLEWOOD 34223",
"07/31/2006","2006071935","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","13774 BEGONIA CIR, PORT CHARLOTTE 33981",
"07/28/2006","2006071860","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK","Closed","23414 FITZPATRICK AVE, PORT CHARLOTTE 33980",
"07/28/2006","2006071859","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK","Closed","1330 CARABOA LN, PORT CHARLOTTE 33953",
"07/28/2006","2006071857","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK","Closed","174 KINDRED BLVD, PORT CHARLOTTE 33954",
"07/28/2006","2006071856","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL AND DECK   ROW FINAL","Closed","9461 FRUITLAND AVE, ENGLEWOOD 34224",
"07/28/2006","2006071855","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL AND DECK  ROW FINAL","Closed","32410 SERENE DR, PUNTA GORDA 33982",
"07/28/2006","2006071852","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK","Closed","207 AKERS ST, PORT CHARLOTTE 33953",
"07/28/2006","2006071839","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK","Closed","417 FLAMINGO BLVD, PORT CHARLOTTE 33954",
"07/28/2006","2006071813","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","17114 BAKER AVE, PORT CHARLOTTE 33948",
"07/28/2006","2006071811","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   SFR 2006040981; ORG 07/28/2006","Closed","15384 MILLE FIORE BLVD, PORT CHARLOTTE 33953",
"07/28/2006","2006071810","Building/Accessories/Residential/Swimming Pool","SWIMMIN POOL & DECK","Closed","415 KINDRED BLVD, PORT CHARLOTTE 33954",
"07/27/2006","2006071749","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO","Closed","80 ORLANDO BLVD, PORT CHARLOTTE 33954",
"07/27/2006","2006071743","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO","Closed","3442 SUNRISE TRL, PORT CHARLOTTE 33952",
"07/27/2006","2006071666","Building/Accessories/Residential/Swimming Pool","CONCRETE POOL & PATIO","Closed","5254 WYLIE LN, PORT CHARLOTTE 33981",
"07/27/2006","2006071645","Building/Accessories/Residential/Swimming Pool","COMMERCIAL SWIMMING  POOL/DIVING POOL","Closed","6791 SAN CASA DR, ENGLEWOOD 34224",
"07/26/2006","2006071630","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","1401 KINDEL CT, PUNTA GORDA 33983",
"07/26/2006","2006071620","Building/Accessories/Residential/Swimming Pool","INGROUND POOL AND PAVER DECK   ROW FINAL","Closed","9761 EAGLE PRESERVE DR, ENGLEWOOD 34224",
"07/25/2006","2006071543","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK","Closed","25443 PANACHE LN, PUNTA GORDA 33983",
"07/25/2006","2006071463","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL  ( SFR 2006060433 )","Closed","15341 MILLE FIORE BLVD, PORT CHARLOTTE 33953",
"07/24/2006","2006071444","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK","Closed","11991 GROUSE AVE, PORT CHARLOTTE 33981",
"07/24/2006","2006071443","Building/Accessories/Residential/Swimming Pool","COMMERCIAL SWIMMING POOL & DECK   ( MP # 353 )","Closed","50 MEREDITH DR, ENGLEWOOD 34223",
"07/24/2006","2006071439","Building/Accessories/Residential/Swimming Pool","POOL & DECK     ( MP 353 )","Closed","795 MERRICK LN, PORT CHARLOTTE 33948",
"07/24/2006","2006071437","Building/Accessories/Residential/Swimming Pool","POOL & DECK    ( SFR # 2006070737   MP # 353 )","Closed","10489 REDONDO ST, PORT CHARLOTTE 33981",
"07/24/2006","2006071402","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","3310 GREAT NECK ST, PORT CHARLOTTE 33952",
"07/24/2006","2006071393","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL; ORG 07/26/2006","Closed","15368 MILLE FIORE BLVD, PORT CHARLOTTE 33953",
"07/24/2006","2006071391","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL------ORIGINAL 07/26/2006","Closed","15345 MILLE FIORE BLVD, PORT CHARLOTTE 33953",
"07/24/2006","2006071384","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK   ROW FINAL","Closed","6219 COLISEUM BLVD, PORT CHARLOTTE 33981",
"07/21/2006","2006071332","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","104 BOXWOOD LN, ROTONDA WEST 33947",
"07/21/2006","2006071330","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","1059 ROTONDA CIR, ROTONDA 33947",
"07/21/2006","2006071329","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","118 MEDALIST RD, ROTONDA WEST 33947",
"07/21/2006","2006071328","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","116 TOURNAMENT RD, ROTONDA WEST 33947",
"07/21/2006","2006071327","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","235 TOURNAMENT RD, ROTONDA WEST 33947",
"07/21/2006","2006071326","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","225 ARLINGTON DR, PLACIDA 33946",
"07/21/2006","2006071325","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","27320 S TWIN LAKES DR, PUNTA GORDA 33955",
"07/20/2006","2006071196","Building/Accessories/Residential/Swimming Pool","CONSTRUC SWIMMING POOL & DECK   ROW FINAL","Closed","10030 WINDING RIVER RD, PUNTA GORDA 33950",
"07/20/2006","2006071214","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","25454 ESTRADA CIR, PUNTA GORDA 33955",
"07/19/2006","2006071183","Building/Accessories/Residential/Swimming Pool","POOL SPA & DECK","Closed","25000 PURPLE EMPEROR WAY, PUNTA GORDA 33955",
"07/19/2006","2006071181","Building/Accessories/Residential/Swimming Pool","POOL SPA & DECK","Closed","25006 PURPLE EMPEROR WAY, PUNTA GORDA 33955",
"07/18/2006","2006071055","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","25351 PALISADE RD, PUNTA GORDA 33983",
"07/18/2006","2006071021","Building/Accessories/Residential/Swimming Pool","INGROUND POOL & DECK ROW FINAL","Closed","14186 BARNWOOD LN, PORT CHARLOTTE 33981",
"07/18/2006","2006071018","Building/Accessories/Residential/Swimming Pool","INGROUND POOL & DECK    ROW FINAL","Closed","434 CAMPBELL ST, PORT CHARLOTTE 33953",
"07/18/2006","2006071017","Building/Accessories/Residential/Swimming Pool","INGROUND POOL & DECK   ROW FINAL","Closed","13428 TOLMAN AVE, PORT CHARLOTTE 33953",
"07/17/2006","2006070904","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & POOL DECK","Closed","14278 SILVER LAKES CIR, PORT CHARLOTTE 33953",
"07/17/2006","2006070917","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Expired","206 WAYNE RD, Placida FL 33947",
"07/14/2006","2006070854","Building/Accessories/Residential/Swimming Pool","SF REF # 2006041682   SWIMMING POOL","Closed","81 WHITE MARSH LN, ROTONDA WEST 33947",
