"File Date","Record Number","Record Type","Description","Address","Status",
"04/19/2006","BI382089","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL PER PLANS.","102 LA ENCINAL CT, CLAYTON CA United States","Expired",
"04/18/2006","BI382018","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA WITH RELATED EQUIPMENT PER PLANS.","802 TURNER CT, ALAMO CA United States","Finaled",
"04/18/2006","BI382017","Building/Residential/P/Pool","TO COMPLETE PERMIT # 352424ATTACHED POOL AND SPA PER PLANS. WATERFALL DOES NOT EXCEED 3 FEET IN HEIGHT.","243 MICHELLE LANE, ALAMO CA United States","Expired",
"04/14/2006","BI381897","Building/Residential/P/Pool","SWIMMING POOL REPAIR; NEW PLASTER, TILE, COPING, REMOVE AND REPLACE PLUMBING, NEW DECK.","2095 RELIEZ VALLEY RD, LAFAYETTE CA United States","Finaled",
"04/14/2006","BI381896","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","21 TANGLEWOOD LN, ALAMO CA United States","Expired",
"04/13/2006","BI381773","Building/Residential/P/Pool","NEW INGROUND GUNITE, HEATED POOL AND SPA WITH RELATED EQUIPMENT PER PLANS.","3453 ASHBOURNE CIR, SAN RAMON CA United States","Finaled",
"04/13/2006","BI381769","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","222 SMITH RD, ALAMO CA United States","Finaled",
"04/10/2006","BI381630","Building/Residential/P/Pool","guinite pool and spa","2260 SUNSET POINT, DISCOVERY BAY CA United States","Issued",
"04/10/2006","BI381628","Building/Residential/P/Pool","INGROUND FIBERGLASS POOL PER PLANS","5150 BLACKHAWK DR, DANVILLE CA United States","Cancelled",
"04/10/2006","BI381627","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA NO WATER FEATURES OVER 3' MAX PER PLANSCHECK RETAINING WALL FOR POOL FENCE ON TOP PER JP FOR PERMIT-ANY QUESTION ASK JERRY POST","1816 OHLONE HTS, CLAYTON CA United States","Issued",
"04/10/2006","BI381608","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL WITH RELATED EQUIPMENT PER PLANS.","131 ALAMO SPRINGS DR, ALAMO CA United States","Expired",
"04/10/2006","BI381600","Building/Residential/P/Pool","POOL REMODEL REPLACE DECKING, COPING, PLASTER, AND TILE. PLUMBING & ELECTRICAL STUB OUT ONLY FOR BBQ STRUCTURE, AND ADDING A NEW INGROUND GUNITE SPA PER PLANS","144 LA SONOMA WAY, ALAMO CA United States","Finaled",
"04/07/2006","BI381583","Building/Residential/P/Pool","GUNITE SPA PER PLANS.","33 DIAS DORADOS, ORINDA CA United States","Finaled",
"04/07/2006","BI381582","Building/Residential/P/Pool","CUSTOM POOL PER PLANS.","33 DIAS DORADOS, ORINDA CA United States","Finaled",
"04/05/2006","BI381521","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA WITH 3' MAX WATERFALL TO INCLUDE ELECTRICAL AND PLUMBING FOR 3' MAX BBQ PER PLANS.","5550 ARCADIA CIRCLE, DISCOVERY BAY CA United States","Finaled",
"04/04/2006","BI381467","Building/Residential/P/Pool","INGROUND GUNITE POOL PER PLANS/MASTER PLAN (MASTER POOL # MP030011)","3550 CATALINA WAY, BYRON CA United States","Finaled",
"04/04/2006","BI381466","Building/Residential/P/Pool","POOL REMODEL ONLY.  DECKING AND PLUMBING OF EXISTING POOL PER PLANS.","198 VIA BONITA, ALAMO CA United States","Expired",
"04/03/2006","BI381383","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS.(MP00054)","116 DIABLO VISTA CT, CONCORD CA United States","Finaled",
"03/29/2006","BI381235","Building/Residential/P/Pool","REMODEL EXISTING POOL TO INCLUDE RESURFACING POOL, RE-TILE DECKING PER PLANS (NO ELECTRICAL OR PLUMBING OR MECHANICAL WORKS PER CUSTOMER )","420 PAMELA DR, BAY POINT CA United States","Expired",
"03/28/2006","BI381172","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA WITH 3' MAX WATERFALL PER PLANS","2423 ABERDEEN LN, BYRON CA United States","Finaled",
"03/27/2006","BI381085","Building/Residential/P/Pool","NEW CUSTOM INGROUND GUNITE POOL AND SPA PER PLANS.","4540 DISCOVERY PT, DISCOVERY BAY CA United States","Finaled",
"03/27/2006","BI381070","Building/Residential/P/Pool","ADD GUNITE SPA TO EXISTING POOL.","407 KINGSFORD DR, MORAGA CA United States","Expired",
"03/27/2006","BI381128","Building/Residential/P/Pool","INGROUND PERMANENT SPA TO INCLUDE GASLINE STUB OUT ONLY FOR FUTURE BBA, AND ELECTRICAL SPA PER PLANS FOR LOT #189 FOR MODEL COMPLEX THE COTTAGES","1389 MAPLE DR, OAKLEY CA United States","Finaled",
"03/27/2006","BI381111","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS (PER MASTER POOL PLAN 00054)","5343 GOLD CREEK CIRCLE, DISCOVERY BAY CA United States","Finaled",
"03/24/2006","BI381018","Building/Residential/P/Pool","SWIMMING POOL & SPA","1793 CALLE ARROYO, DIABLO CA United States","Finaled",
"03/24/2006","BI381017","Building/Residential/P/Pool","SWIMMING POOL & SPA","3818 SHEFFIELD CIR, DANVILLE CA United States","Issued",
"03/23/2006","BI381005","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS PER MASTER PLAN 000011 AND ADDENDUM","28 KIMBERLY PL, ALAMO CA United States","Expired",
"03/23/2006","BI380969","Building/Residential/P/Pool","master plan pool","611 MERRITT CT, BYRON CA United States","Finaled",
"03/22/2006","BI380947","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS.10/2/2006-revised spa-jak","1489 RANCHO VIEW DR, LAFAYETTE CA United States","Issued",
"03/21/2006","BI380870","Building/Residential/P/Pool","NEW MASTERPLAN SWIMMING POOL","3977 RANCHO RD, LAFAYETTE CA United States","Finaled",
"03/20/2006","BI380803","Building/Residential/P/Pool","master plan pool in rear yard","3438 KEYSTONE LOOP, BRENTWOOD CA United States","Finaled",
"03/20/2006","BI380801","Building/Residential/P/Pool","INGROUND GUNITE POOL AND SPA PER PLANS","2215 COLONIAL CT, DISCOVERY BAY CA United States","Finaled",
"03/20/2006","BI380785","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL WITH 3' ELEVATED DECKING AND MAX 3' WATERFALL ALSO STUB GAS & ELECTRICAL FOR FUTURE BBQ PER PLANS.","3504 ASHBOURNE CIR, SAN RAMON CA United States","Expired",
"03/20/2006","BI380777","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL ONLY PER PLANS.","2212 WINCHESTER LOOP, BRENTWOOD CA United States","Finaled",
"03/15/2006","BI380718","Building/Residential/P/Pool","INGROUND GUNITE POOL WITH HEATER PER PLANS","4160 CAMINO TASSAJARA, DANVILLE CA United States","Withdrawn",
"03/15/2006","BI380711","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","3580 ASHBOURNE CIR, SAN RAMON CA United States","Expired",
"03/15/2006","BI380703","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","6928 NEW MELONES CIRCLE, DISCOVERY BAY CA United States","Finaled",
"03/15/2006","BI380692","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS.","2328 CAMBRIDGE DR, DISCOVERY BAY CA United States","Finaled",
"03/15/2006","BI380664","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA WITH ELECT. AND GAS STUBOUTS FOR FUTURE BBQ -- (SEPERATE PERMIT REQUIRED TO HOOK UP STUBOUTS). - MASTERPLAN 990081","537 JUSTIN MORGAN DR, ALAMO CA United States","Finaled",
"03/14/2006","BI380576","Building/Residential/P/Pool","POOL REMODEL; RE-GUNITE, MOVE POOL EQUIPMENT,  NEW ELEC., NEW PLUMBING.","21 LA NORIA, ORINDA CA United States","Finaled",
"03/14/2006","BI380574","Building/Residential/P/Pool","POOL REMODEL TO INCLUDE NEW DECKING, PLASTER, COPING AND 2 NEW LIGHTS. GAS & ELECTRIC FOR NEW BBQ. RELOCATING POOL EQUIPMENT PER PLANS","3209 LUNADA LN, ALAMO CA United States","Finaled",
"03/14/2006","BI380570","Building/Residential/P/Pool","POOL REMODEL; REPLACE PLUMBING, SKIMMER, HEATER, PUMP TIME CLOCK, FILTER, BOOSTER PUMP.","1085 GLEN RD, LAFAYETTE CA United States","Expired",
"03/13/2006","BI380563","Building/Residential/P/Pool","MASTERPLAN POOL AND SPA PER PLANS.","607 MURRAY LN, LAFAYETTE CA United States","Issued",
"03/13/2006","BI380558","Building/Residential/P/Pool","TO COMPLETE P-360946//POOL AND SPA PER PLAN","598 JUSTIN MORGAN DR, ALAMO CA United States","Finaled",
"03/13/2006","BI380532","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA WTIH WATERFALL NOT OVER 3' MAX PER CONTRACTOR","1162 TORREY PINES PL., CLAYTON CA United States","Finaled",
"03/13/2006","BI380517","Building/Residential/P/Pool","NEW GUNITE SPA ADDED TO EXISTING POOL AND REMODEL EXISTING POOL AND UPGRADING ELECTRICAL TO POOL PER CONTRACTOR.12-8-06 --- revision to add gasline for firepit per owner. ---- BDB","5568 AMEND RD, EL SOBRANTE CA United States","Finaled",
"03/10/2006","BI380503","Building/Residential/P/Pool","MASTERPLAN POOL AND SPA.","30 WINDSONG WAY, LAFAYETTE CA United States","Finaled",
"03/10/2006","BI380494","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","120 TULIP CT, SAN RAMON CA United States","Withdrawn",
"03/09/2006","BI380421","Building/Residential/P/Pool","REPOSITIONING EXISTING POOL TO INCLUDE REMODEL, ALSO GAS AND ELECTRIC STUB OUT FOR FUTURE BBQ. SEPERATE PERMIT REQUIRED FOR CONNECTION OF BBQ.","1813 FALLBROOK DR, ALAMO CA United States","Finaled",
"03/09/2006","BI380417","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","15 E RIDGE CT, DANVILLE CA United States","Issued",
"03/07/2006","BI380359","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","3063 ASHBOURNE CIR, SAN RAMON CA United States","Finaled",
"03/07/2006","BI380358","Building/Residential/P/Pool","INGROUND GUNITE SWIMMING POOL AND SPA.","526 BAVARIAN CT, LAFAYETTE CA United States","Expired",
"03/07/2006","BI380341","Building/Residential/P/Pool","INGROUND GUNITE POOL PER PLANS (PER MASTER POOL MP050012)","5199 KELLER RIDGE DRIVE, CLAYTON CA United States","Finaled",
"03/06/2006","BI380238","Building/Residential/P/Pool","NEW POOL & SPA WITH GAS AND ELECTRIC FOR BBQ STUB OUT","241 LA SERENA AVE, ALAMO CA United States","Withdrawn",
"03/02/2006","BI380214","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS - MASTERPLAN 000054","23 FALLEN OAK LANE, MARTINEZ CA United States","Finaled",
"03/02/2006","BI380194","Building/Residential/P/Pool","INGROUND GUNITE POOL AND SPA ONLY PER PLANS.","3730 KNIGHTSEN AVE, OAKLEY CA United States","Finaled",
"03/02/2006","BI380193","Building/Residential/P/Pool","INGROUND GUNITE POOL AND SPA ONLY PER PLANS.","1853 YOLANDA CIR, CLAYTON CA United States","Finaled",
"03/02/2006","BI380171","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","2291 HIDDEN POND LN, LAFAYETTE CA United States","Finaled",
"03/02/2006","BI380170","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","2278 DEER OAK WAY, DANVILLE CA United States","Finaled",
"02/23/2006","BI379945","Building/Residential/P/Pool","ADDITION OF A NEW SPA; 18"" ABOVE GRADE, SET IN EXISTING CONCRETE PATIO.","120 HARDIE DR, MORAGA CA United States","Issued",
"02/22/2006","BI379860","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL PER PLANS.","1048 WHITE GATE RD, ALAMO CA United States","Issued",
"02/21/2006","BI379749","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS.","3432 ASHBOURNE CIR, SAN RAMON CA United States","Finaled",
"02/21/2006","BI379748","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS.","317 WHITECLIFFE CT, SAN RAMON CA United States","Expired",
"02/16/2006","BI379708","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA TO INCLUDE ELECTRICAL AND GAS LINES FOR BBQ AND FIREPIT PER PLANS","2222 CREEKVIEW PLACE, DANVILLE CA United States","Finaled",
"02/15/2006","BI379675","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA, NEW GAS LINE FOR FIREPIT PER PLANS","102 LYNDHURST PLACE, SAN RAMON CA United States","Expired",
"02/13/2006","BI379598","Building/Residential/P/Pool","TO RENEW EXPIRED ""P"" PERMIT #366768 ----- GUNITE SPA PER PLANS REVISIONS ON 5-17-2005 - STRUCTURAL CALCULATIONS SUBMITTED FOR SPA ONLY...","2057 MAGNOLIA WAY, WALNUT CREEK CA United States","Expired",
"02/13/2006","BI379590","Building/Residential/P/Pool","TO COMPLETE PERMIT #364220POOL AND SPA WITH 3FT MAX WATERFALL","2319 WINCHESTER LOOP, BYRON CA United States","Expired",
"02/13/2006","BI379579","Building/Residential/P/Pool","MASTER PLAN INGROUND POOL AND SPA PER PLANS.","147 CAMELIA LN, LAFAYETTE CA United States","Finaled",
"02/10/2006","BI379550","Building/Residential/P/Pool","TO COMPLETE PERMIT NUMBER #366950CONSTRUCTION OF INGROUND GUNITE SWIMMING POOL AND SPA","244 ROUNDHILL PL, CLAYTON CA United States","Expired",
"02/10/2006","BI379538","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS.","1 CATHERINE CT, ALAMO CA United States","Finaled",
"02/09/2006","BI379486","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS CONTACT JIM @ 890-4491 (C) IF HAVE ANY QUESTIONS","6000 JOHNSTON RD., SAN RAMON CA United States","Finaled",
"02/08/2006","BI379415","Building/Residential/P/Pool","POOL REMODEL PER PLANS.","43 ATCHINSON STAGE RD, CLAYTON CA United States","Finaled",
"02/08/2006","BI379391","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS. GAS STUB OUT ONLY FOR FUTURE BBQ, SEPERATE PERMIT & AGENCY APPROVALS REQUIRED FOR INSTALLATIONS OF BBQ & RELATED APPLIANCES OR STRUCTURES.  ** EXPIRED, REPLACED W/ PERMIT # 388214 **","1124 SILVERHILL CT, LAFAYETTE CA United States","Expired",
"02/06/2006","BI379234","Building/Residential/P/Pool","CUSTOM GUNITE POOL - NOT HEATED","5317 PEMBROKE WAY, SAN RAMON CA United States","Issued",
"02/03/2006","BI379216","Building/Residential/P/Pool","NEW POOL AND SPA.","119 OAK RD, ORINDA CA United States","Finaled",
"02/02/2006","BI379200","Building/Residential/P/Pool","POOL AND SPA REMODEL: REPLACE COPING AND TILE, REPLACE PLUMBING AND ELECTRICAL TO EQUIPMENT, REPLUMB POOL AND SPA PER CONTRACTOR.","2224 ALAMEDA DIABLO, DIABLO CA United States","Finaled",
"02/02/2006","BI379193","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL PER PLANS.","66 MEDLYN LANE, ALAMO CA United States","Finaled",
"01/30/2006","BI379053","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS. AND PLUMBING AND ELECTRICAL FOR BBQ AND GAS FIREPLACE","62 MEDLYN LANE, ALAMO CA United States","Finaled",
"01/30/2006","BI379033","Building/Residential/P/Pool","GAS WATER REPLACEMENT","49 CANAL DR, BAY POINT CA United States","Cancelled",
"01/30/2006","BI379016","Building/Residential/P/Pool","NEW GUINTE SPA","10 WINDING LN, ORINDA CA United States","Finaled",
"01/30/2006","BI379015","Building/Residential/P/Pool","INGROUND GUNITE POOL ONLY","2426 BODEGA CT, DISCOVERY BAY CA United States","Finaled",
"01/27/2006","BI379010","Building/Residential/P/Pool","INSTALL GUNITE SPA.","22 HIDDEN VALLEY RD, LAFAYETTE CA United States","Finaled",
"01/27/2006","BI379003","Building/Residential/P/Pool","INGROUND GUNITE POOL AND ELECTRICAL FOR PORTABLE SPA ONLY PER PLANS","50 MEDLYN LANE, ALAMO CA United States","Finaled",
"01/27/2006","BI379001","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL PER PLANS.","2633 WELLINGTON CT, CONCORD CA United States","Finaled",
"01/27/2006","BI378981","Building/Residential/P/Pool","NEW POOL, SPA, AND GAS LINE FOR FIREPIT","717 GLENSIDE CIR, LAFAYETTE CA United States","Finaled",
"01/25/2006","BI378887","Building/Residential/P/Pool","NEW INGROUND FIBERGLASS SPA PER PLANS.","715 ARDLEIGH COURT, SAN RAMON CA United States","Expired",
"01/23/2006","BI378737","Building/Residential/P/Pool","RE-PLASTER POOL, AND  NEW POOL DECK.","1024 WILLOW DR, LAFAYETTE CA United States","Issued",
"01/23/2006","BI378755","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA.","2080 CALLE LOS CALLADOS, DIABLO CA United States","Finaled",
"01/23/2006","BI378754","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA.GATE CODE # 2922","1985 LAS TRAMPAS RD, ALAMO CA United States","Finaled",
"01/18/2006","BI378600","Building/Residential/P/Pool","TO COMPLETE P359230 SWIMMING POOL","113 ESTATES DR, ORINDA CA United States","Expired",
"01/18/2006","BI378598","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","1141 VALLECITO CT, LAFAYETTE CA United States","Finaled",
"01/17/2006","BI378532","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL PER PLANS.","5514 ARCADIA CIRCLE, DISCOVERY BAY CA United States","Finaled",
"01/17/2006","BI378510","Building/Residential/P/Pool","TO COMPLETE PERMIT #353287 GUNITE POOL(see 353287 for spa)","247 MICHELLE LANE, ALAMO CA United States","Finaled",
"01/17/2006","BI378509","Building/Residential/P/Pool","TO COMPLETE PERMIT #353284GUNITE POOL(see 353287 for spa)","247 MICHELLE LANE, ALAMO CA United States","Finaled",
"01/12/2006","BI378444","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA","31 MORAGA VIA, ORINDA CA United States","Issued",
"01/11/2006","BI378415","Building/Residential/P/Pool","POOL REPAIR:  NEW TILE, COPING, PLASTER AND MOVE EQUIPMENT PER PLANS.","40 SINGINGWOOD LN, ORINDA CA United States","Issued",
"01/11/2006","BI378393","Building/Residential/P/Pool","INGROUND GUNITE POOL AND SPA PER PLANS.","108 FOREST HILL DR, CLAYTON CA United States","Finaled",
"01/11/2006","BI378376","Building/Residential/P/Pool","CUSTOM POOL AND SPA PER PLAN. STUB OUT FOR BBQ.","3162 BLACKHAWK MEADOW DR, DANVILLE CA United States","Finaled",
"01/10/2006","BI378372","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS.2-9-06 -- REVISION TO ADD GAS STUB OUT ONLY FOR FUTURE FIREPIT.  SEPERATE PERMIT REQUIRED TO HOOK UP. --- BDB","801 GRAY FOX PL, CLAYTON CA United States","Expired",
"01/10/2006","BI378368","Building/Residential/P/Pool","NEW MASTERPLAN SWIMMING POOL AND SPA","3971 CANYON RD, LAFAYETTE CA United States","Finaled",
"01/10/2006","BI378357","Building/Residential/P/Pool","INGROUND GUNITE CHILDREN'S POOL PER PLANS.CANOE CLUB AT SUMMER LAKES....3/19/07-see revised plans for exiting/jak3/26/07-SEE REVISED PLAN FOR HANDRAIL AND RAMP/JAK","4025 SUMMER LAKE DR, OAKLEY CA United States","Expired",
"01/10/2006","BI378356","Building/Residential/P/Pool","INGROUND GUNITE COMMUNITY POOL PER PLANS FOR CANOE CLUB AT SUMMER LAKES DEVELOPMENT12/19/2006-SEE REVISED PLAN DRAWINGS FOR REVISED POOL FENCING/JAK3/19/07-See Revised Plan drawings/jak","4025 SUMMER LAKE DR, OAKLEY CA United States","Expired",
"01/10/2006","BI378338","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL WITH DIVING BOARD PER PLANS.","3345 ASPARA DR, CLAYTON CA United States","Finaled",
"01/09/2006","BI378307","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL PER PLANS.","5635 ARCADIA CIR, BYRON CA United States","Finaled",
"01/05/2006","BI378232","Building/Residential/P/Pool","MASTERPLAN SWIMMING POOL","3263 WITHERS AVE, LAFAYETTE CA United States","Finaled",
"01/05/2006","BI378250","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND 36"" MAX HIGH WATERFALL PER PLANS. - MASTER PLAN POOL MP-990084","236 DORCHESTER LN, ALAMO CA United States","Finaled",
"01/04/2006","BI378195","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","2751 DEER MEADOW DR, DANVILLE CA United States","Issued",
"01/03/2006","BI378126","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA WITH A 3' MAX WATERFALL, A GAS LINE STUB OUT ONLY FOR BBQ AND FIREPLACE PER PLANS","6922 NEW MELONES CIRCLE, DISCOVERY BAY CA United States","Finaled",
"12/22/2005","BI377897","Building/Residential/P/Pool","NEW MASTERPLAN SWIMMING POOL AND SPA","45 LA CAMPANA RD, ORINDA CA United States","Finaled",
"12/20/2005","BI377776","Building/Residential/P/Pool","INGROUND GUNITE POOL PER PLANS","240 EXPLORER WAY, MARTINEZ CA United States","Finaled",
"12/19/2005","BI377701","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS.","68 PLEASANT KNOLL COURT, ALAMO CA United States","Finaled",
"12/19/2005","BI377692","Building/Residential/P/Pool","INGROUNHD GUNITE POOL & SPA PER PLANS","132 COTTAGE GROVE DRIVE, DISCOVERY BAY CA United States","Finaled",
"12/14/2005","BI377571","Building/Residential/P/Pool","POOL REMODEL TO INLCUDE RE-COPING, REPLACING POOL DECKING ONLY PER PLANS","235 VIA BONITA, ALAMO CA United States","Expired",
"12/13/2005","BI377526","Building/Residential/P/Pool","HEATED SWIMMING POOL","4015 HAPPY VALLEY RD, LAFAYETTE CA United States","Finaled",
"12/13/2005","BI377513","Building/Residential/P/Pool","INGROUND GUNITE POOL WITH AUTOMATIC COVER TO INCLUDE GAS LINE STUB OUT, AND A 50 AMP SUBPANEL FOR FULLY SELF CONTAINED SPA PER PLANS","6388 CRYSTAL SPRINGS CIRCLE, DISCOVERY BAY CA United States","Finaled",
"12/13/2005","BI377535","Building/Residential/P/Pool","IN GROUND POOL & SPA","212 STEIN WAY, ORINDA CA United States","Finaled",
"12/09/2005","BI377400","Building/Residential/P/Pool","POOL REMODEL:  REPAIRING POOL DECK, ADDING DRAINAGE AROUND POOL IN DECK, REWIRING POOL LIGHT PER OWNER.","16 GARDEN ESTATES CT, ALAMO CA United States","Cancelled",
"12/07/2005","BI377331","Building/Residential/P/Pool","NEW CUSTOM POOL AND SPA","1980 MARION CT, LAFAYETTE CA United States","Finaled",
"12/06/2005","BI377265","Building/Residential/P/Pool","INGROUND GUNITE POOL WITH DECKING PER PLANS.","170 REGENCY DR, CLAYTON CA United States","Finaled",
"12/01/2005","BI377112","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","6241 CRYSTAL SPRING CIRCLE, BYRON CA United States","Finaled",
"11/30/2005","BI377069","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS.","57 VIRGINIA CT, WALNUT CREEK CA United States","Expired",
"11/30/2005","BI377047","Building/Residential/P/Pool","INGROUND GUNITE POOL WITH A 18'' MAX WATERFALL FEATURE PER PLANS","2439 VENICE COURT, DISCOVERY BAY CA United States","Finaled",
"11/30/2005","BI377021","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","23 RED MAPLE CT, DANVILLE CA United States","Finaled",
"11/29/2005","BI376991","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","4130 FOX CREEK CT, DANVILLE CA United States","Issued",
"11/28/2005","BI376946","Building/Residential/P/Pool","INGROUND GUNITE POOL WITH A 3' MAX WATERFALL PER PLANS","6911 NEW MELONES CIRCLE, DISCOVERY BAY CA United States","Finaled",
"11/23/2005","BI376893","Building/Residential/P/Pool","IN GROUND POOL AND SPA","104 MEADOW VIEW RD, ORINDA CA United States","Finaled",
"11/21/2005","BI376723","Building/Residential/P/Pool","INGROUND GUNITE SPA AND 3FEET  WATERFALL AT EXISTING POOL","5588 AMEND RD, EL SOBRANTE CA United States","Finaled",
"11/21/2005","BI376716","Building/Residential/P/Pool","INGROUND  GUNITE SWIMMING POOL","18 CANYON OAK PL, DANVILLE CA United States","Finaled",
"11/21/2005","BI376715","Building/Residential/P/Pool","INGROUND GUNITE POOL AND SPA PER PLANS.","4085 NEWPORT LANE, DISCOVERY BAY CA United States","Issued",
"11/21/2005","BI376686","Building/Residential/P/Pool","INGROUND GUNITE POOL AND SPA PER PLANS.2-21-06 ------- STRUCTURAL REVISION TO FOOTING PER DETAILS. --- BDBHOLD FINAL ON POOL UNTIL RESIDENCE FINAL HAS BEEN RECEIVED.","5300 RIVER POINT, BYRON CA United States","Expired",
"11/21/2005","BI376682","Building/Residential/P/Pool","POOL REMODEL AND ADD SPA","1166 UPPER HAPPY VALLEY R, LAFAYETTE CA United States","Issued",
"11/18/2005","BI376670","Building/Residential/P/Pool","SWIMMING POOL AND SPA.","845 MOUNTAIN VIEW DR, LAFAYETTE CA United States","Finaled",
"11/16/2005","BI376525","Building/Residential/P/Pool","INSTALLATION OF INGROUND DOUGHBOY SWIMMING POOL.","6936 NEW MELONES CIRCLE, DISCOVERY BAY CA United States","Expired",
"11/16/2005","BI376548","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA TO INCLUDE A HEATER FOR SPA AND A GASLINE STUB OUT FOR FUTURE BBQ (SEPARATE PERMIT & PLANNING APPROVAL  REQ'D FOR INSTALLATION OF BBQ).  ALSO A 3' MAX WATERFALL PER PLANS","333 OROVILLE CT, BYRON CA United States","Finaled",
"11/15/2005","BI376509","Building/Residential/P/Pool","GUNITE POOL AND SPA PER PLANS.","1201 UPPER HAPPY VALLEY, LAFAYETTE CA United States","Finaled",
"11/15/2005","BI376490","Building/Residential/P/Pool","GUNITE POOL AND SPA PER PLANS.","738 LOS PALOS DR, LAFAYETTE CA United States","Issued",
"11/14/2005","BI376442","Building/Residential/P/Pool","POOL AND SPA PER PLANS.","56 HIDDEN OAKS DRIVE, LAFAYETTE CA United States","Finaled",
"11/14/2005","BI376438","Building/Residential/P/Pool","POOL AND SPA PER PLANS.","23 SANFORD LANE, LAFAYETTE CA United States","Finaled",
"11/14/2005","BI376435","Building/Residential/P/Pool","POOL AND SPA PER PLANS.","21 SAMANTHA DRIVE, LAFAYETTE CA United States","Issued",
"11/09/2005","BI376304","Building/Residential/P/Pool","REMODEL POOL-NEW COPING, TILE, PLASTER, DECKING, LIGHT, ADD SPA, ELEC & PLUMB FOR BBQ","3914 LEROY WAY, LAFAYETTE CA United States","Finaled",
"11/09/2005","BI376299","Building/Residential/P/Pool","INGROUND GUNITE POOL & SPA PER PLANS","3867 COTTONWOOD DR, DANVILLE CA United States","Finaled",
"11/08/2005","BI376240","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA PER PLANS.","2293 ASHBOURNE  DRIVE, SAN RAMON CA United States","Finaled",
"11/07/2005","BI376192","Building/Residential/P/Pool","INGROUND FIBERGLASS POOL PER PLANS","272 GERRY CT, WALNUT CREEK CA United States","Finaled",
"11/04/2005","BI376160","Building/Residential/P/Pool","REPLACE PATIO DOOR IN KITCHEN//SIZE AND LOCATION TO REMAIN THE SAME.","4037 SUGAR MAPLE DR, DANVILLE CA United States","Withdrawn",
